tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
02 Agustus 2021,"1.817,90 (-806,59)","14.462,00 (-1.700,00)",26.290.470,"58,45","14.462,00","845.258 (-518.480,22)","02 Agustus 2021, pukul 23:59"
03 Agustus 2021,"1.810,62 (-813,87)","14.456,00 (-1.706,00)",26.174.323,"58,21","14.456,00","841.524 (-522.214,44)","03 Agustus 2021, pukul 23:59"
04 Agustus 2021,"1.811,69 (-812,80)","14.362,00 (-1.800,00)",26.019.492,"58,25","14.362,00","836.546 (-527.192,37)","04 Agustus 2021, pukul 23:59"
05 Agustus 2021,"1.807,75 (-816,74)","14.324,00 (-1.838,00)",25.894.211,"58,12","14.324,00","832.518 (-531.220,24)","05 Agustus 2021, pukul 23:59"
06 Agustus 2021,"1.759,29 (-865,20)","14.342,00 (-1.820,00)",25.231.737,"56,56","14.342,00","811.219 (-552.519,27)","06 Agustus 2021, pukul 23:59"
07 Agustus 2021,"1.763,69 (-860,80)","14.342,00 (-1.820,00)",25.294.842,"56,70","14.342,00","813.248 (-550.490,40)","07 Agustus 2021, pukul 23:59"
08 Agustus 2021,"1.763,69 (-860,80)","14.342,00 (-1.820,00)",25.294.842,"56,70","14.342,00","813.248 (-550.490,40)","08 Agustus 2021, pukul 23:59"
09 Agustus 2021,"1.725,99 (-898,50)","14.369,01 (-1.792,99)",24.800.768,"55,49","14.369,01","797.363 (-566.375,26)","09 Agustus 2021, pukul 23:59"
10 Agustus 2021,"1.729,90 (-894,59)","14.378,00 (-1.784,00)",24.872.502,"55,62","14.378,00","799.670 (-564.068,94)","10 Agustus 2021, pukul 23:59"
11 Agustus 2021,"1.750,15 (-874,34)","14.378,00 (-1.784,00)",25.163.657,"56,27","14.378,00","809.030 (-554.708,11)","11 Agustus 2021, pukul 23:59"
12 Agustus 2021,"1.751,97 (-872,52)","14.397,01 (-1.764,99)",25.223.130,"56,33","14.397,01","810.942 (-552.796,01)","12 Agustus 2021, pukul 23:59"
13 Agustus 2021,"1.776,74 (-847,75)","14.389,01 (-1.772,99)",25.565.530,"57,12","14.389,01","821.951 (-541.787,59)","13 Agustus 2021, pukul 23:59"
14 Agustus 2021,"1.779,34 (-845,15)","14.389,01 (-1.772,99)",25.602.941,"57,21","14.389,01","823.154 (-540.584,79)","14 Agustus 2021, pukul 23:59"
15 Agustus 2021,"1.779,34 (-845,15)","14.389,01 (-1.772,99)",25.602.941,"57,21","14.389,01","823.154 (-540.584,79)","15 Agustus 2021, pukul 23:59"
16 Agustus 2021,"1.786,46 (-838,03)","14.388,00 (-1.774,00)",25.703.586,"57,44","14.388,00","826.389 (-537.348,96)","16 Agustus 2021, pukul 23:59"
17 Agustus 2021,"1.782,61 (-841,88)","14.388,00 (-1.774,00)",25.648.193,"57,31","14.388,00","824.609 (-539.129,91)","17 Agustus 2021, pukul 23:59"
18 Agustus 2021,"1.782,45 (-842,04)","14.383,01 (-1.778,99)",25.636.996,"57,31","14.383,01","824.249 (-539.489,89)","18 Agustus 2021, pukul 23:59"
19 Agustus 2021,"1.782,65 (-841,84)","14.384,00 (-1.778,00)",25.641.638,"57,31","14.384,00","824.398 (-539.340,66)","19 Agustus 2021, pukul 23:59"
20 Agustus 2021,"1.783,77 (-840,72)","14.414,00 (-1.748,00)",25.711.261,"57,35","14.414,00","826.636 (-537.102,23)","20 Agustus 2021, pukul 23:59"
21 Agustus 2021,"1.781,77 (-842,72)","14.414,00 (-1.748,00)",25.682.433,"57,29","14.414,00","825.709 (-538.029,07)","21 Agustus 2021, pukul 23:59"
22 Agustus 2021,"1.781,77 (-842,72)","14.414,00 (-1.748,00)",25.682.433,"57,29","14.414,00","825.709 (-538.029,07)","22 Agustus 2021, pukul 23:59"
23 Agustus 2021,"1.803,04 (-821,45)","14.464,00 (-1.698,00)",26.079.171,"57,97","14.464,00","838.465 (-525.273,65)","23 Agustus 2021, pukul 23:59"
24 Agustus 2021,"1.806,23 (-818,26)","14.415,01 (-1.746,99)",26.036.824,"58,07","14.415,01","837.103 (-526.635,14)","24 Agustus 2021, pukul 23:59"
25 Agustus 2021,"1.789,85 (-834,64)","14.391,01 (-1.770,99)",25.757.749,"57,55","14.391,01","828.131 (-535.607,59)","25 Agustus 2021, pukul 23:59"
26 Agustus 2021,"1.792,44 (-832,05)","14.408,00 (-1.754,00)",25.825.476,"57,63","14.408,00","830.308 (-533.430,14)","26 Agustus 2021, pukul 23:59"
27 Agustus 2021,"1.816,96 (-807,53)","14.423,01 (-1.738,99)",26.206.032,"58,42","14.423,01","842.544 (-521.194,95)","27 Agustus 2021, pukul 23:59"
28 Agustus 2021,"1.817,93 (-806,56)","14.423,01 (-1.738,99)",26.220.023,"58,45","14.423,01","842.993 (-520.745,15)","28 Agustus 2021, pukul 23:59"
29 Agustus 2021,"1.817,93 (-806,56)","14.423,01 (-1.738,99)",26.220.023,"58,45","14.423,01","842.993 (-520.745,15)","29 Agustus 2021, pukul 23:59"
30 Agustus 2021,"1.810,31 (-814,18)","14.431,01 (-1.730,99)",26.124.602,"58,20","14.431,01","839.925 (-523.813,01)","30 Agustus 2021, pukul 23:59"
31 Agustus 2021,"1.813,65 (-810,84)","14.374,00 (-1.788,00)",26.069.405,"58,31","14.374,00","838.151 (-525.587,62)","31 Agustus 2021, pukul 23:59"
01 September 2021,"1.813,45 (-811,04)","14.306,00 (-1.856,00)",25.943.216,"58,30","14.306,00","834.094 (-529.644,70)","01 September 2021, pukul 23:59"
02 September 2021,"1.809,14 (-815,35)","14.284,00 (-1.878,00)",25.841.756,"58,17","14.284,00","830.832 (-532.906,71)","02 September 2021, pukul 23:59"
03 September 2021,"1.829,99 (-794,50)","14.281,01 (-1.880,99)",26.134.105,"58,84","14.281,01","840.231 (-523.507,45)","03 September 2021, pukul 23:59"
04 September 2021,"1.827,46 (-797,03)","14.281,01 (-1.880,99)",26.097.975,"58,75","14.281,01","839.069 (-524.669,09)","04 September 2021, pukul 23:59"
05 September 2021,"1.827,46 (-797,03)","14.281,01 (-1.880,99)",26.097.975,"58,75","14.281,01","839.069 (-524.669,09)","05 September 2021, pukul 23:59"
06 September 2021,"1.823,46 (-801,03)","14.261,01 (-1.900,99)",26.004.381,"58,63","14.261,01","836.060 (-527.678,18)","06 September 2021, pukul 23:59"
07 September 2021,"1.796,42 (-828,07)","14.239,01 (-1.922,99)",25.579.242,"57,76","14.239,01","822.392 (-541.346,72)","07 September 2021, pukul 23:59"
08 September 2021,"1.791,60 (-832,89)","14.195,01 (-1.966,99)",25.431.780,"57,60","14.195,01","817.651 (-546.087,74)","08 September 2021, pukul 23:59"
09 September 2021,"1.793,64 (-830,85)","14.266,00 (-1.896,00)",25.588.068,"57,67","14.266,00","822.675 (-541.062,96)","09 September 2021, pukul 23:59"
10 September 2021,"1.791,75 (-832,74)","14.272,00 (-1.890,00)",25.571.856,"57,61","14.272,00","822.154 (-541.584,19)","10 September 2021, pukul 23:59"
11 September 2021,"1.787,78 (-836,71)","14.272,00 (-1.890,00)",25.515.196,"57,48","14.272,00","820.333 (-543.405,85)","11 September 2021, pukul 23:59"
12 September 2021,"1.787,78 (-836,71)","14.272,00 (-1.890,00)",25.515.196,"57,48","14.272,00","820.333 (-543.405,85)","12 September 2021, pukul 23:59"
13 September 2021,"1.793,77 (-830,72)","14.225,01 (-1.936,99)",25.516.396,"57,67","14.225,01","820.371 (-543.367,27)","13 September 2021, pukul 23:59"
14 September 2021,"1.803,58 (-820,91)","14.260,00 (-1.902,00)",25.719.051,"57,99","14.260,00","826.887 (-536.851,77)","14 September 2021, pukul 23:59"
15 September 2021,"1.793,11 (-831,38)","14.257,01 (-1.904,99)",25.564.387,"57,65","14.257,01","821.914 (-541.824,32)","15 September 2021, pukul 23:59"
16 September 2021,"1.754,32 (-870,17)","14.252,00 (-1.910,00)",25.002.569,"56,40","14.252,00","803.851 (-559.887,21)","16 September 2021, pukul 23:59"
17 September 2021,"1.751,51 (-872,98)","14.238,00 (-1.924,00)",24.937.999,"56,31","14.238,00","801.775 (-561.963,16)","17 September 2021, pukul 23:59"
18 September 2021,"1.754,86 (-869,63)","14.238,00 (-1.924,00)",24.985.697,"56,42","14.238,00","803.309 (-560.429,65)","18 September 2021, pukul 23:59"
19 September 2021,"1.754,86 (-869,63)","14.238,00 (-1.924,00)",24.985.697,"56,42","14.238,00","803.309 (-560.429,65)","19 September 2021, pukul 23:59"
20 September 2021,"1.761,91 (-862,58)","14.233,01 (-1.928,99)",25.077.283,"56,65","14.233,01","806.253 (-557.485,10)","20 September 2021, pukul 23:59"
21 September 2021,"1.777,27 (-847,22)","14.251,01 (-1.910,99)",25.327.893,"57,14","14.251,01","814.311 (-549.427,80)","21 September 2021, pukul 23:59"
22 September 2021,"1.777,79 (-846,70)","14.244,00 (-1.918,00)",25.322.841,"57,16","14.244,00","814.148 (-549.590,22)","22 September 2021, pukul 23:59"
23 September 2021,"1.750,03 (-874,46)","14.249,01 (-1.912,99)",24.936.195,"56,26","14.249,01","801.717 (-562.021,17)","23 September 2021, pukul 23:59"
24 September 2021,"1.751,11 (-873,38)","14.256,00 (-1.906,00)",24.963.824,"56,30","14.256,00","802.606 (-561.132,87)","24 September 2021, pukul 23:59"
25 September 2021,"1.750,87 (-873,62)","14.256,00 (-1.906,00)",24.960.403,"56,29","14.256,00","802.496 (-561.242,87)","25 September 2021, pukul 23:59"
26 September 2021,"1.750,87 (-873,62)","14.256,00 (-1.906,00)",24.960.403,"56,29","14.256,00","802.496 (-561.242,87)","26 September 2021, pukul 23:59"
27 September 2021,"1.752,17 (-872,32)","14.250,00 (-1.912,00)",24.968.423,"56,33","14.250,00","802.753 (-560.985,03)","27 September 2021, pukul 23:59"
28 September 2021,"1.737,60 (-886,89)","14.258,00 (-1.904,00)",24.774.701,"55,87","14.258,00","796.525 (-567.213,33)","28 September 2021, pukul 23:59"
29 September 2021,"1.725,65 (-898,84)","14.269,01 (-1.892,99)",24.623.317,"55,48","14.269,01","791.658 (-572.080,43)","29 September 2021, pukul 23:59"
30 September 2021,"1.757,58 (-866,91)","14.307,01 (-1.854,99)",25.145.715,"56,51","14.307,01","808.453 (-555.284,96)","30 September 2021, pukul 23:59"
01 Oktober 2021,"1.759,84 (-864,65)","14.321,01 (-1.840,99)",25.202.686,"56,58","14.321,01","810.285 (-553.453,28)","01 Oktober 2021, pukul 23:59"
02 Oktober 2021,"1.761,02 (-863,47)","14.321,01 (-1.840,99)",25.219.585,"56,62","14.321,01","810.828 (-552.909,97)","02 Oktober 2021, pukul 23:59"
03 Oktober 2021,"1.761,02 (-863,47)","14.321,01 (-1.840,99)",25.219.585,"56,62","14.321,01","810.828 (-552.909,97)","03 Oktober 2021, pukul 23:59"
04 Oktober 2021,"1.768,29 (-856,20)","14.315,01 (-1.846,99)",25.313.089,"56,85","14.315,01","813.835 (-549.903,74)","04 Oktober 2021, pukul 23:59"
05 Oktober 2021,"1.759,54 (-864,95)","14.276,00 (-1.886,00)",25.119.193,"56,57","14.276,00","807.601 (-556.137,65)","05 Oktober 2021, pukul 23:59"
06 Oktober 2021,"1.762,21 (-862,28)","14.260,00 (-1.902,00)",25.129.115,"56,66","14.260,00","807.920 (-555.818,66)","06 Oktober 2021, pukul 23:59"
07 Oktober 2021,"1.757,48 (-867,01)","14.245,01 (-1.916,99)",25.035.320,"56,50","14.245,01","804.904 (-558.834,22)","07 Oktober 2021, pukul 23:59"
08 Oktober 2021,"1.758,58 (-865,91)","14.238,00 (-1.924,00)",25.038.662,"56,54","14.238,00","805.012 (-558.726,78)","08 Oktober 2021, pukul 23:59"
09 Oktober 2021,"1.756,95 (-867,54)","14.238,00 (-1.924,00)",25.015.454,"56,49","14.238,00","804.266 (-559.472,93)","09 Oktober 2021, pukul 23:59"
10 Oktober 2021,"1.756,95 (-867,54)","14.238,00 (-1.924,00)",25.015.454,"56,49","14.238,00","804.266 (-559.472,93)","10 Oktober 2021, pukul 23:59"
11 Oktober 2021,"1.756,00 (-868,49)","14.225,01 (-1.936,99)",24.979.118,"56,46","14.225,01","803.097 (-560.641,18)","11 Oktober 2021, pukul 23:59"
12 Oktober 2021,"1.760,64 (-863,85)","14.210,00 (-1.952,00)",25.018.694,"56,61","14.210,00","804.370 (-559.368,75)","12 Oktober 2021, pukul 23:59"
13 Oktober 2021,"1.792,60 (-831,89)","14.217,01 (-1.944,99)",25.485.412,"57,63","14.217,01","819.375 (-544.363,43)","13 Oktober 2021, pukul 23:59"
14 Oktober 2021,"1.796,82 (-827,67)","14.221,01 (-1.940,99)",25.552.595,"57,77","14.221,01","821.535 (-542.203,44)","14 Oktober 2021, pukul 23:59"
15 Oktober 2021,"1.768,26 (-856,23)","14.155,01 (-2.006,99)",25.029.738,"56,85","14.155,01","804.725 (-559.013,69)","15 Oktober 2021, pukul 23:59"
16 Oktober 2021,"1.767,63 (-856,86)","14.155,01 (-2.006,99)",25.020.820,"56,83","14.155,01","804.438 (-559.300,40)","16 Oktober 2021, pukul 23:59"
17 Oktober 2021,"1.767,63 (-856,86)","14.155,01 (-2.006,99)",25.020.820,"56,83","14.155,01","804.438 (-559.300,40)","17 Oktober 2021, pukul 23:59"
18 Oktober 2021,"1.766,42 (-858,07)","14.084,00 (-2.078,00)",24.878.259,"56,79","14.084,00","799.855 (-563.883,85)","18 Oktober 2021, pukul 23:59"
19 Oktober 2021,"1.768,97 (-855,52)","14.096,00 (-2.066,00)",24.935.401,"56,87","14.096,00","801.692 (-562.046,69)","19 Oktober 2021, pukul 23:59"
20 Oktober 2021,"1.785,88 (-838,61)","14.096,00 (-2.066,00)",25.173.764,"57,42","14.096,00","809.355 (-554.383,13)","20 Oktober 2021, pukul 23:59"
21 Oktober 2021,"1.780,91 (-843,58)","14.080,00 (-2.082,00)",25.075.213,"57,26","14.080,00","806.187 (-557.551,64)","21 Oktober 2021, pukul 23:59"
22 Oktober 2021,"1.797,65 (-826,84)","14.133,01 (-2.028,99)",25.406.205,"57,80","14.133,01","816.828 (-546.909,98)","22 Oktober 2021, pukul 23:59"
23 Oktober 2021,"1.792,47 (-832,02)","14.133,01 (-2.028,99)",25.332.996,"57,63","14.133,01","814.475 (-549.263,71)","23 Oktober 2021, pukul 23:59"
24 Oktober 2021,"1.792,47 (-832,02)","14.133,01 (-2.028,99)",25.332.996,"57,63","14.133,01","814.475 (-549.263,71)","24 Oktober 2021, pukul 23:59"
25 Oktober 2021,"1.807,28 (-817,21)","14.162,00 (-2.000,00)",25.594.699,"58,11","14.162,00","822.889 (-540.849,76)","25 Oktober 2021, pukul 23:59"
26 Oktober 2021,"1.791,71 (-832,78)","14.183,01 (-1.978,99)",25.411.841,"57,60","14.183,01","817.010 (-546.728,80)","26 Oktober 2021, pukul 23:59"
27 Oktober 2021,"1.795,06 (-829,43)","14.165,01 (-1.996,99)",25.427.043,"57,71","14.165,01","817.498 (-546.240,04)","27 Oktober 2021, pukul 23:59"
28 Oktober 2021,"1.801,88 (-822,61)","14.184,00 (-1.978,00)",25.557.866,"57,93","14.184,00","821.704 (-542.033,98)","28 Oktober 2021, pukul 23:59"
29 Oktober 2021,"1.778,45 (-846,04)","14.199,01 (-1.962,99)",25.252.229,"57,18","14.199,01","811.878 (-551.860,43)","29 Oktober 2021, pukul 23:59"
30 Oktober 2021,"1.783,59 (-840,90)","14.199,01 (-1.962,99)",25.325.212,"57,34","14.199,01","814.224 (-549.513,97)","30 Oktober 2021, pukul 23:59"
31 Oktober 2021,"1.783,59 (-840,90)","14.199,01 (-1.962,99)",25.325.212,"57,34","14.199,01","814.224 (-549.513,97)","31 Oktober 2021, pukul 23:59"
01 November 2021,"1.791,52 (-832,97)","14.171,01 (-1.990,99)",25.387.648,"57,60","14.171,01","816.232 (-547.506,62)","01 November 2021, pukul 23:59"
02 November 2021,"1.788,53 (-835,96)","14.235,01 (-1.926,99)",25.459.742,"57,50","14.235,01","818.550 (-545.188,73)","02 November 2021, pukul 23:59"
03 November 2021,"1.762,35 (-862,14)","14.261,01 (-1.900,99)",25.132.891,"56,66","14.261,01","808.041 (-555.697,25)","03 November 2021, pukul 23:59"
04 November 2021,"1.791,38 (-833,11)","14.301,01 (-1.860,99)",25.618.543,"57,59","14.301,01","823.655 (-540.083,16)","04 November 2021, pukul 23:59"
05 November 2021,"1.813,14 (-811,35)","14.327,01 (-1.834,99)",25.976.875,"58,29","14.327,01","835.176 (-528.562,53)","05 November 2021, pukul 23:59"
06 November 2021,"1.817,81 (-806,68)","14.327,01 (-1.834,99)",26.043.782,"58,44","14.327,01","837.327 (-526.411,42)","06 November 2021, pukul 23:59"
07 November 2021,"1.817,81 (-806,68)","14.327,01 (-1.834,99)",26.043.782,"58,44","14.327,01","837.327 (-526.411,42)","07 November 2021, pukul 23:59"
08 November 2021,"1.824,06 (-800,43)","14.374,00 (-1.788,00)",26.219.038,"58,64","14.374,00","842.962 (-520.776,79)","08 November 2021, pukul 23:59"
09 November 2021,"1.829,46 (-795,03)","14.268,00 (-1.894,00)",26.102.735,"58,82","14.268,00","839.222 (-524.516,03)","09 November 2021, pukul 23:59"
10 November 2021,"1.855,66 (-768,83)","14.233,01 (-1.928,99)",26.411.627,"59,66","14.233,01","849.154 (-514.584,92)","10 November 2021, pukul 23:59"
11 November 2021,"1.862,86 (-761,63)","14.253,01 (-1.908,99)",26.551.362,"59,89","14.253,01","853.646 (-510.092,34)","11 November 2021, pukul 23:59"
12 November 2021,"1.863,39 (-761,10)","14.288,00 (-1.874,00)",26.624.116,"59,91","14.288,00","855.985 (-507.753,24)","12 November 2021, pukul 23:59"
13 November 2021,"1.864,53 (-759,96)","14.288,00 (-1.874,00)",26.640.405,"59,95","14.288,00","856.509 (-507.229,56)","13 November 2021, pukul 23:59"
14 November 2021,"1.864,53 (-759,96)","14.288,00 (-1.874,00)",26.640.405,"59,95","14.288,00","856.509 (-507.229,56)","14 November 2021, pukul 23:58"
15 November 2021,"1.863,09 (-761,40)","14.243,01 (-1.918,99)",26.536.010,"59,90","14.243,01","853.153 (-510.585,94)","15 November 2021, pukul 23:59"
16 November 2021,"1.856,45 (-768,04)","14.206,00 (-1.956,00)",26.372.729,"59,69","14.206,00","847.903 (-515.835,54)","16 November 2021, pukul 23:59"
17 November 2021,"1.864,06 (-760,43)","14.211,01 (-1.950,99)",26.490.175,"59,93","14.211,01","851.679 (-512.059,54)","17 November 2021, pukul 23:59"
18 November 2021,"1.861,41 (-763,08)","14.259,01 (-1.902,99)",26.541.864,"59,85","14.259,01","853.341 (-510.397,72)","18 November 2021, pukul 23:58"
19 November 2021,"1.857,47 (-767,02)","14.231,01 (-1.930,99)",26.433.674,"59,72","14.231,01","849.862 (-513.876,10)","19 November 2021, pukul 23:59"
20 November 2021,"1.846,02 (-778,47)","14.231,01 (-1.930,99)",26.270.729,"59,35","14.231,01","844.624 (-519.114,90)","20 November 2021, pukul 23:59"
21 November 2021,"1.846,02 (-778,47)","14.231,01 (-1.930,99)",26.270.729,"59,35","14.231,01","844.624 (-519.114,90)","21 November 2021, pukul 23:58"
22 November 2021,"1.817,62 (-806,87)","14.237,01 (-1.924,99)",25.877.474,"58,44","14.237,01","831.980 (-531.758,34)","22 November 2021, pukul 23:59"
23 November 2021,"1.782,58 (-841,91)","14.255,01 (-1.906,99)",25.410.696,"57,31","14.255,01","816.973 (-546.765,62)","23 November 2021, pukul 23:59"
24 November 2021,"1.788,46 (-836,03)","14.272,00 (-1.890,00)",25.524.901,"57,50","14.272,00","820.645 (-543.093,83)","24 November 2021, pukul 23:59"
25 November 2021,"1.789,65 (-834,84)","14.272,00 (-1.890,00)",25.541.885,"57,54","14.272,00","821.191 (-542.547,79)","25 November 2021, pukul 23:59"
26 November 2021,"1.784,67 (-839,82)","14.280,00 (-1.882,00)",25.485.088,"57,38","14.280,00","819.365 (-544.373,86)","26 November 2021, pukul 23:58"
27 November 2021,"1.792,60 (-831,89)","14.280,00 (-1.882,00)",25.598.328,"57,63","14.280,00","823.005 (-540.733,10)","27 November 2021, pukul 23:59"
28 November 2021,"1.792,60 (-831,89)","14.280,00 (-1.882,00)",25.598.328,"57,63","14.280,00","823.005 (-540.733,10)","28 November 2021, pukul 23:59"
29 November 2021,"1.784,18 (-840,31)","14.280,00 (-1.882,00)",25.478.090,"57,36","14.280,00","819.140 (-544.598,83)","29 November 2021, pukul 23:59"
30 November 2021,"1.775,55 (-848,94)","14.340,00 (-1.822,00)",25.461.387,"57,09","14.340,00","818.603 (-545.135,85)","30 November 2021, pukul 23:59"
01 Desember 2021,"1.785,61 (-838,88)","14.320,00 (-1.842,00)",25.569.935,"57,41","14.320,00","822.093 (-541.645,95)","01 Desember 2021, pukul 23:59"
02 Desember 2021,"1.767,35 (-857,14)","14.353,01 (-1.808,99)",25.366.792,"56,82","14.353,01","815.561 (-548.177,15)","02 Desember 2021, pukul 23:59"
03 Desember 2021,"1.778,55 (-845,94)","14.378,00 (-1.784,00)",25.571.992,"57,18","14.378,00","822.159 (-541.579,82)","03 Desember 2021, pukul 23:59"
04 Desember 2021,"1.783,45 (-841,04)","14.378,00 (-1.784,00)",25.642.444,"57,34","14.378,00","824.424 (-539.314,73)","04 Desember 2021, pukul 23:59"
05 Desember 2021,"1.783,45 (-841,04)","14.378,00 (-1.784,00)",25.642.444,"57,34","14.378,00","824.424 (-539.314,73)","05 Desember 2021, pukul 23:59"
06 Desember 2021,"1.784,34 (-840,15)","14.408,00 (-1.754,00)",25.708.771,"57,37","14.408,00","826.556 (-537.182,28)","06 Desember 2021, pukul 23:59"
07 Desember 2021,"1.786,23 (-838,26)","14.441,01 (-1.720,99)",25.794.965,"57,43","14.441,01","829.327 (-534.411,06)","07 Desember 2021, pukul 23:59"
08 Desember 2021,"1.782,23 (-842,26)","14.408,00 (-1.754,00)",25.678.370,"57,30","14.408,00","825.579 (-538.159,69)","08 Desember 2021, pukul 23:59"
09 Desember 2021,"1.775,80 (-848,69)","14.348,00 (-1.814,00)",25.479.178,"57,09","14.348,00","819.175 (-544.563,85)","09 Desember 2021, pukul 23:59"
10 Desember 2021,"1.785,53 (-838,96)","14.351,01 (-1.810,99)",25.624.159,"57,41","14.351,01","823.836 (-539.902,62)","10 Desember 2021, pukul 23:59"
11 Desember 2021,"1.783,15 (-841,34)","14.351,01 (-1.810,99)",25.590.003,"57,33","14.351,01","822.738 (-541.000,74)","11 Desember 2021, pukul 23:59"
12 Desember 2021,"1.783,15 (-841,34)","14.351,01 (-1.810,99)",25.590.003,"57,33","14.351,01","822.738 (-541.000,74)","12 Desember 2021, pukul 23:59"
13 Desember 2021,"1.789,21 (-835,28)","14.378,00 (-1.784,00)",25.725.261,"57,52","14.378,00","827.086 (-536.652,10)","13 Desember 2021, pukul 23:59"
14 Desember 2021,"1.772,96 (-851,53)","14.346,00 (-1.816,00)",25.434.884,"57,00","14.346,00","817.751 (-545.987,94)","14 Desember 2021, pukul 23:59"
15 Desember 2021,"1.768,25 (-856,24)","14.348,00 (-1.814,00)",25.370.851,"56,85","14.348,00","815.692 (-548.046,65)","15 Desember 2021, pukul 23:59"
16 Desember 2021,"1.798,27 (-826,22)","14.337,01 (-1.824,99)",25.781.815,"57,82","14.337,01","828.905 (-534.833,86)","16 Desember 2021, pukul 23:59"
17 Desember 2021,"1.806,52 (-817,97)","14.343,01 (-1.818,99)",25.910.934,"58,08","14.343,01","833.056 (-530.682,57)","17 Desember 2021, pukul 23:59"
18 Desember 2021,"1.798,19 (-826,30)","14.343,01 (-1.818,99)",25.791.457,"57,81","14.343,01","829.215 (-534.523,85)","18 Desember 2021, pukul 23:59"
19 Desember 2021,"1.798,19 (-826,30)","14.343,01 (-1.818,99)",25.791.457,"57,81","14.343,01","829.215 (-534.523,85)","19 Desember 2021, pukul 23:59"
20 Desember 2021,"1.795,47 (-829,02)","14.343,01 (-1.818,99)",25.752.444,"57,73","14.343,01","827.960 (-535.778,15)","20 Desember 2021, pukul 23:59"
21 Desember 2021,"1.787,35 (-837,14)","14.384,00 (-1.778,00)",25.709.242,"57,46","14.384,00","826.571 (-537.167,12)","21 Desember 2021, pukul 23:59"
22 Desember 2021,"1.797,75 (-826,74)","14.349,01 (-1.812,99)",25.795.933,"57,80","14.349,01","829.358 (-534.379,96)","22 Desember 2021, pukul 23:59"
23 Desember 2021,"1.807,18 (-817,31)","14.264,00 (-1.898,00)",25.777.616,"58,10","14.264,00","828.770 (-534.968,87)","23 Desember 2021, pukul 23:59"
24 Desember 2021,"1.808,39 (-816,10)","14.251,01 (-1.910,99)",25.771.384,"58,14","14.251,01","828.569 (-535.169,22)","24 Desember 2021, pukul 23:59"
25 Desember 2021,"1.808,39 (-816,10)","14.251,01 (-1.910,99)",25.771.384,"58,14","14.251,01","828.569 (-535.169,22)","25 Desember 2021, pukul 23:59"
26 Desember 2021,"1.808,39 (-816,10)","14.251,01 (-1.910,99)",25.771.384,"58,14","14.251,01","828.569 (-535.169,22)","26 Desember 2021, pukul 23:59"
27 Desember 2021,"1.811,08 (-813,41)","14.219,01 (-1.942,99)",25.751.765,"58,23","14.219,01","827.938 (-535.800,00)","27 Desember 2021, pukul 23:59"
