"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"26/07/2022","6.871,54","6.858,45","6.899,93","6.857,80","32,02B","0,19%"
"25/07/2022","6.858,41","6.887,04","6.908,19","6.858,41","21,06B","-0,41%"
"22/07/2022","6.886,96","6.864,13","6.901,72","6.850,49","19,96B","0,33%"
"21/07/2022","6.864,13","6.874,78","6.893,38","6.809,72","15,64B","-0,15%"
"20/07/2022","6.874,74","6.736,17","6.880,76","6.736,06","18,25B","2,06%"
"19/07/2022","6.736,09","6.659,29","6.740,08","6.626,25","17,08B","1,15%"
"18/07/2022","6.659,25","6.652,06","6.702,07","6.611,93","14,37B","0,11%"
"15/07/2022","6.651,90","6.690,09","6.716,96","6.645,90","14,57B","-0,57%"
"14/07/2022","6.690,09","6.640,99","6.700,05","6.607,70","13,13B","0,74%"
"13/07/2022","6.640,99","6.718,29","6.727,92","6.636,05","16,93B","-1,15%"
"12/07/2022","6.718,29","6.722,19","6.745,43","6.708,18","18,43B","-0,06%"
"11/07/2022","6.722,15","6.740,02","6.757,09","6.690,62","16,36B","-0,27%"
"08/07/2022","6.740,22","6.652,67","6.740,22","6.652,67","15,76B","1,32%"
"07/07/2022","6.652,59","6.646,41","6.682,67","6.632,39","15,80B","0,09%"
"06/07/2022","6.646,41","6.703,27","6.709,92","6.602,90","14,06B","-0,85%"
"05/07/2022","6.703,27","6.639,21","6.767,83","6.639,21","18,11B","0,97%"
"04/07/2022","6.639,17","6.794,37","6.796,52","6.559,64","17,29B","-2,28%"
"01/07/2022","6.794,33","6.911,58","6.940,98","6.777,32","15,74B","-1,70%"
"30/06/2022","6.911,58","6.942,35","6.990,86","6.897,68","16,48B","-0,44%"
"29/06/2022","6.942,35","6.996,46","7.016,06","6.942,35","16,47B","-0,77%"
"28/06/2022","6.996,46","7.016,14","7.016,92","6.960,07","17,26B","-0,28%"
"27/06/2022","7.016,06","7.043,02","7.070,52","6.973,66","18,14B","-0,38%"
"24/06/2022","7.042,94","6.998,35","7.067,75","6.997,92","20,15B","0,64%"
"23/06/2022","6.998,27","6.984,31","7.010,27","6.920,73","21,21B","0,20%"
"22/06/2022","6.984,31","7.044,11","7.063,26","6.968,30","21,42B","-0,85%"
"21/06/2022","7.044,07","6.976,34","7.049,91","6.967,62","23,54B","0,97%"
"20/06/2022","6.976,38","6.937,01","6.976,38","6.859,60","27,04B","0,57%"
"17/06/2022","6.936,97","6.987,75","6.999,54","6.882,64","28,16B","-1,61%"
"16/06/2022","7.050,33","7.063,08","7.138,50","7.025,93","26,86B","0,62%"
"15/06/2022","7.007,05","7.031,20","7.086,38","6.966,03","27,41B","-0,61%"
"14/06/2022","7.049,88","6.949,65","7.049,88","6.932,71","23,50B","0,78%"
"13/06/2022","6.995,44","6.992,23","6.996,71","6.924,95","26,29B","-1,29%"
"10/06/2022","7.086,65","7.143,24","7.160,12","7.051,22","24,46B","-1,34%"
"09/06/2022","7.182,83","7.186,89","7.258,00","7.174,82","27,00B","-0,15%"
"08/06/2022","7.193,31","7.133,50","7.220,08","7.102,86","26,06B","0,73%"
"07/06/2022","7.141,04","7.101,31","7.192,54","7.062,97","27,52B","0,63%"
"06/06/2022","7.096,58","7.163,17","7.194,54","7.056,17","23,12B","-1,20%"
"03/06/2022","7.182,96","7.176,68","7.234,00","7.170,69","24,06B","0,48%"
"02/06/2022","7.148,72","7.130,60","7.209,08","7.117,98","22,74B","0,00%"
"31/05/2022","7.148,97","7.064,23","7.148,97","7.033,76","27,96B","1,58%"
"30/05/2022","7.037,56","7.052,17","7.069,25","6.974,62","20,15B","0,16%"
"27/05/2022","7.026,26","6.948,23","7.032,82","6.938,29","19,69B","2,07%"
"25/05/2022","6.883,50","6.914,65","6.944,48","6.858,70","17,39B","-0,44%"
"24/05/2022","6.914,14","6.859,22","6.941,67","6.822,14","19,78B","1,07%"
"23/05/2022","6.840,77","6.930,94","6.972,18","6.802,71","18,18B","-1,12%"
"20/05/2022","6.918,14","6.839,02","6.965,11","6.804,91","19,32B","1,39%"
"19/05/2022","6.823,33","6.719,76","6.851,72","6.620,68","23,47B","0,44%"
"18/05/2022","6.793,41","6.676,39","6.804,91","6.648,94","19,23B","2,24%"
"17/05/2022","6.644,47","6.603,89","6.703,05","6.574,14","19,59B","0,70%"
"13/05/2022","6.597,99","6.586,58","6.633,01","6.509,88","17,77B","-0,03%"
"12/05/2022","6.599,84","6.802,33","6.802,33","6.576,31","19,47B","-3,17%"
"11/05/2022","6.816,20","6.816,20","6.902,22","6.796,30","20,62B","-0,05%"
"10/05/2022","6.819,79","6.747,56","6.832,10","6.662,61","19,31B","-1,30%"
"09/05/2022","6.909,75","7.154,92","7.156,48","6.897,00","21,28B","-4,42%"
"28/04/2022","7.228,91","7.260,27","7.267,11","7.204,60","19,43B","0,45%"
"27/04/2022","7.196,76","7.211,71","7.226,02","7.175,07","20,20B","-0,49%"
"26/04/2022","7.232,15","7.208,92","7.247,48","7.161,66","19,74B","0,22%"
"25/04/2022","7.215,98","7.204,16","7.234,31","7.121,86","21,23B","-0,13%"
"22/04/2022","7.225,61","7.251,98","7.291,48","7.174,81","24,98B","-0,70%"
"21/04/2022","7.276,19","7.249,50","7.294,67","7.245,73","17,71B","0,68%"
"20/04/2022","7.227,36","7.226,87","7.262,56","7.184,96","26,63B","0,39%"
"19/04/2022","7.199,23","7.283,42","7.297,39","7.199,23","21,48B","-1,05%"
"18/04/2022","7.275,29","7.245,50","7.277,08","7.243,36","21,08B","0,55%"
"14/04/2022","7.235,53","7.265,32","7.282,91","7.234,33","23,87B","-0,38%"
"13/04/2022","7.262,78","7.240,19","7.266,40","7.212,86","24,59B","0,67%"
"12/04/2022","7.214,78","7.205,08","7.320,24","7.146,59","25,39B","0,15%"
"11/04/2022","7.203,79","7.212,00","7.355,30","7.194,61","33,46B","-0,10%"
"08/04/2022","7.210,83","7.157,31","7.216,49","7.151,26","20,74B","1,17%"
"07/04/2022","7.127,37","7.115,09","7.145,17","7.097,90","20,48B","0,33%"
"06/04/2022","7.104,22","7.128,41","7.147,99","7.090,22","21,67B","-0,62%"
"05/04/2022","7.148,30","7.122,91","7.148,30","7.110,11","18,42B","0,45%"
"04/04/2022","7.116,22","7.082,25","7.116,22","7.060,21","17,36B","0,53%"
"01/04/2022","7.078,76","7.093,70","7.099,30","7.040,49","15,76B","0,10%"
"31/03/2022","7.071,44","7.070,76","7.099,50","7.049,81","17,87B","0,26%"
"30/03/2022","7.053,19","7.037,20","7.055,87","7.022,65","19,46B","0,59%"
"29/03/2022","7.011,69","7.052,73","7.072,78","7.007,91","18,52B","-0,54%"
"28/03/2022","7.049,60","6.996,32","7.051,54","6.987,22","17,40B","0,67%"
"25/03/2022","7.002,53","7.050,55","7.055,34","6.978,40","20,19B","-0,67%"
"24/03/2022","7.049,69","6.986,18","7.049,69","6.977,83","26,50B","0,77%"
"23/03/2022","6.996,12","7.010,84","7.022,04","6.976,16","21,42B","-0,07%"
"22/03/2022","7.000,82","6.974,98","7.003,26","6.968,20","18,83B","0,66%"
"21/03/2022","6.955,18","6.945,89","6.974,15","6.929,93","21,67B","0,00%"
"18/03/2022","6.954,96","6.981,26","7.000,59","6.926,41","19,81B","-0,14%"
"17/03/2022","6.964,38","7.016,53","7.032,70","6.949,17","19,74B","-0,40%"
"16/03/2022","6.992,40","6.951,35","6.992,40","6.946,84","17,13B","1,07%"
"15/03/2022","6.918,19","6.968,35","6.996,32","6.894,92","18,97B","-0,49%"
"14/03/2022","6.952,20","6.949,21","6.969,99","6.918,31","19,33B","0,43%"
"11/03/2022","6.922,60","6.872,63","6.922,60","6.853,86","17,41B","-0,02%"
"10/03/2022","6.924,01","6.897,17","6.924,01","6.837,73","19,41B","0,87%"
"09/03/2022","6.864,44","6.836,67","6.888,93","6.824,09","21,00B","0,74%"
"08/03/2022","6.814,18","6.895,63","6.929,86","6.814,18","24,62B","-0,80%"
"07/03/2022","6.869,07","6.905,32","6.917,93","6.843,81","26,13B","-0,86%"
"04/03/2022","6.928,33","6.921,32","6.936,99","6.895,73","24,75B","0,87%"
"02/03/2022","6.868,40","6.956,62","6.973,36","6.861,96","32,58B","-0,77%"
"01/03/2022","6.921,44","6.964,70","6.996,94","6.915,98","19,60B","0,48%"
"25/02/2022","6.888,17","6.825,37","6.904,91","6.822,24","21,19B","1,03%"
"24/02/2022","6.817,82","6.912,48","6.929,91","6.758,86","28,27B","-1,48%"
"23/02/2022","6.920,06","6.878,63","6.920,06","6.873,81","20,48B","0,85%"
"22/02/2022","6.861,99","6.879,82","6.904,00","6.823,94","19,62B","-0,59%"
"21/02/2022","6.902,96","6.896,75","6.927,91","6.886,13","23,16B","0,15%"
"18/02/2022","6.892,82","6.837,52","6.899,41","6.812,36","23,38B","0,84%"
"17/02/2022","6.835,12","6.836,18","6.859,71","6.790,59","22,95B","-0,22%"
"16/02/2022","6.850,20","6.821,93","6.857,65","6.821,16","21,63B","0,63%"
"15/02/2022","6.807,50","6.746,36","6.807,50","6.727,36","21,04B","1,08%"
"14/02/2022","6.734,49","6.791,32","6.796,71","6.698,51","20,29B","-1,19%"
"11/02/2022","6.815,61","6.813,61","6.825,06","6.773,54","22,36B","-0,12%"
"10/02/2022","6.823,64","6.859,33","6.874,35","6.814,21","27,95B","-0,16%"
"09/02/2022","6.834,61","6.811,75","6.840,39","6.796,63","25,35B","0,66%"
"08/02/2022","6.789,52","6.813,18","6.860,75","6.780,42","25,59B","-0,23%"
"07/02/2022","6.804,94","6.751,35","6.806,73","6.748,91","22,59B","1,09%"
"04/02/2022","6.731,39","6.697,94","6.731,39","6.685,40","17,73B","0,71%"
"03/02/2022","6.683,85","6.724,40","6.730,60","6.648,08","20,24B","-0,35%"
"02/02/2022","6.707,65","6.657,79","6.716,60","6.650,30","21,48B","1,15%"
"31/01/2022","6.631,15","6.656,71","6.669,91","6.626,66","18,25B","-0,22%"
"28/01/2022","6.645,51","6.618,72","6.645,51","6.603,49","19,27B","0,52%"
"27/01/2022","6.611,16","6.586,85","6.627,41","6.570,75","17,78B","0,16%"
"26/01/2022","6.600,82","6.569,82","6.601,34","6.549,52","22,63B","0,50%"
"25/01/2022","6.568,17","6.630,88","6.632,95","6.523,93","21,32B","-1,31%"
"24/01/2022","6.655,17","6.700,82","6.712,26","6.645,41","17,62B","-1,06%"
"21/01/2022","6.726,37","6.626,35","6.726,37","6.607,42","15,46B","1,50%"
"20/01/2022","6.626,87","6.607,80","6.637,21","6.587,77","15,83B","0,53%"
"19/01/2022","6.591,98","6.609,83","6.615,45","6.575,38","17,14B","-0,33%"
"18/01/2022","6.614,06","6.654,96","6.667,40","6.534,27","17,28B","-0,47%"
"17/01/2022","6.645,05","6.711,41","6.711,82","6.625,86","14,86B","-0,72%"
"14/01/2022","6.693,40","6.653,65","6.699,41","6.631,05","14,05B","0,53%"
"13/01/2022","6.658,36","6.659,97","6.667,94","6.626,34","18,08B","0,17%"
"12/01/2022","6.647,06","6.662,40","6.690,32","6.625,76","19,29B","-0,01%"
"11/01/2022","6.647,97","6.705,80","6.727,77","6.636,50","18,11B","-0,64%"
"10/01/2022","6.691,12","6.697,38","6.725,02","6.689,28","15,94B","-0,15%"
"07/01/2022","6.701,32","6.669,51","6.712,15","6.647,71","15,71B","0,72%"
"06/01/2022","6.653,35","6.674,85","6.679,85","6.593,23","18,00B","-0,13%"
"05/01/2022","6.662,30","6.703,17","6.738,11","6.634,84","17,91B","-0,49%"
"04/01/2022","6.695,37","6.675,13","6.720,66","6.675,13","18,59B","0,45%"
"03/01/2022","6.665,31","6.586,26","6.677,20","6.586,13","18,26B","1,27%"
"30/12/2021","6.581,48","6.609,44","6.613,73","6.581,48","19,20B","-0,29%"
"29/12/2021","6.600,68","6.603,76","6.621,58","6.585,40","20,05B","0,04%"
"28/12/2021","6.598,34","6.588,13","6.615,95","6.586,52","19,18B","0,35%"
"27/12/2021","6.575,44","6.570,56","6.588,43","6.562,55","17,90B","0,19%"
"24/12/2021","6.562,90","6.559,09","6.583,86","6.554,98","17,64B","0,11%"
"23/12/2021","6.555,55","6.537,60","6.570,29","6.531,78","21,00B","0,40%"
"22/12/2021","6.529,59","6.572,53","6.592,17","6.529,59","18,72B","-0,38%"
"21/12/2021","6.554,31","6.545,54","6.579,89","6.531,56","18,65B","0,11%"
"20/12/2021","6.547,11","6.571,35","6.579,13","6.533,52","18,13B","-0,83%"
"17/12/2021","6.601,93","6.584,89","6.609,05","6.559,30","21,02B","0,11%"
"16/12/2021","6.594,80","6.648,29","6.661,94","6.579,36","18,59B","-0,47%"
"15/12/2021","6.626,26","6.615,72","6.662,84","6.610,45","19,60B","0,16%"
"14/12/2021","6.615,64","6.665,38","6.671,31","6.598,69","18,76B","-0,71%"
"13/12/2021","6.662,87","6.663,74","6.688,38","6.659,17","23,21B","0,15%"
"10/12/2021","6.652,92","6.618,69","6.652,92","6.605,42","22,92B","0,14%"
"09/12/2021","6.643,93","6.617,13","6.643,93","6.602,88","24,02B","0,61%"
"08/12/2021","6.603,80","6.618,76","6.632,94","6.584,97","21,69B","0,02%"
"07/12/2021","6.602,57","6.575,98","6.608,63","6.573,11","21,24B","0,85%"
"06/12/2021","6.547,12","6.552,82","6.585,26","6.525,98","18,01B","0,13%"
"03/12/2021","6.538,51","6.588,01","6.600,16","6.536,91","17,26B","-0,69%"
"02/12/2021","6.583,82","6.517,34","6.586,90","6.484,58","21,08B","1,17%"
"01/12/2021","6.507,68","6.544,52","6.593,07","6.494,50","19,51B","-0,40%"
"30/11/2021","6.533,93","6.605,80","6.647,48","6.533,93","21,68B","-1,13%"
"29/11/2021","6.608,29","6.552,80","6.617,29","6.487,75","","0,71%"
"26/11/2021","6.561,55","6.688,57","6.691,71","6.544,90","24,25B","-2,06%"
"25/11/2021","6.699,35","6.694,96","6.751,00","6.694,80","21,57B","0,24%"
"24/11/2021","6.683,28","6.697,42","6.698,41","6.668,05","22,46B","0,08%"
"23/11/2021","6.677,88","6.716,16","6.732,90","6.662,54","18,63B","-0,68%"
"22/11/2021","6.723,39","6.731,52","6.754,46","6.690,82","21,81B","0,05%"
"19/11/2021","6.720,26","6.651,78","6.720,99","6.651,78","25,88B","1,26%"
"18/11/2021","6.636,47","6.653,70","6.669,79","6.621,69","24,80B","-0,59%"
"17/11/2021","6.675,80","6.667,86","6.679,30","6.650,49","21,72B","0,37%"
"16/11/2021","6.651,21","6.598,41","6.654,52","6.592,23","20,70B","0,53%"
"15/11/2021","6.616,03","6.661,85","6.675,60","6.610,82","20,33B","-0,53%"
"12/11/2021","6.651,05","6.710,85","6.714,16","6.646,32","19,86B","-0,60%"
"11/11/2021","6.691,34","6.694,58","6.704,46","6.671,23","20,92B","0,12%"
"10/11/2021","6.683,15","6.665,55","6.683,15","6.651,80","15,34B","0,20%"
"09/11/2021","6.669,93","6.640,22","6.669,93","6.633,21","19,24B","0,57%"
"08/11/2021","6.632,30","6.599,40","6.637,01","6.592,06","16,74B","0,77%"
"05/11/2021","6.581,78","6.600,72","6.608,43","6.550,12","15,41B","-0,07%"
"04/11/2021","6.586,44","6.588,19","6.617,86","6.583,17","15,53B","0,52%"
"03/11/2021","6.552,13","6.497,86","6.561,81","6.485,25","17,16B","0,91%"
"02/11/2021","6.493,27","6.557,94","6.573,69","6.480,01","16,53B","-0,91%"
"01/11/2021","6.552,89","6.618,12","6.627,85","6.552,89","18,25B","-0,58%"
"29/10/2021","6.591,35","6.561,71","6.596,77","6.551,54","17,15B","1,03%"
"28/10/2021","6.524,08","6.578,58","6.600,25","6.509,88","18,93B","-1,18%"
"27/10/2021","6.602,21","6.664,37","6.670,81","6.590,51","18,25B","-0,82%"
"26/10/2021","6.656,94","6.640,05","6.680,12","6.638,03","18,02B","0,47%"
"25/10/2021","6.625,70","6.626,37","6.673,52","6.625,70","17,56B","-0,27%"
"22/10/2021","6.643,74","6.620,66","6.655,44","6.585,56","16,58B","0,16%"
"21/10/2021","6.632,97","6.670,27","6.687,13","6.602,07","21,51B","-0,35%"
"19/10/2021","6.656,00","6.665,72","6.677,60","6.613,89","18,85B","-0,04%"
"18/10/2021","6.658,77","6.649,28","6.684,82","6.620,85","18,86B","0,38%"
"15/10/2021","6.633,34","6.645,26","6.680,01","6.573,34","16,01B","0,11%"
"14/10/2021","6.626,11","6.552,21","6.637,40","6.552,21","17,82B","1,36%"
"13/10/2021","6.536,90","6.502,16","6.600,52","6.492,66","19,35B","0,78%"
"12/10/2021","6.486,27","6.462,31","6.504,01","6.460,09","20,46B","0,41%"
"11/10/2021","6.459,70","6.482,96","6.506,09","6.451,68","20,48B","-0,34%"
"08/10/2021","6.481,77","6.440,00","6.497,66","6.436,52","23,13B","1,02%"
"07/10/2021","6.416,40","6.414,91","6.458,64","6.392,73","18,32B","-0,01%"
"06/10/2021","6.417,32","6.313,65","6.441,50","6.307,11","23,14B","2,06%"
"05/10/2021","6.288,05","6.337,33","6.361,45","6.277,70","26,83B","-0,86%"
"04/10/2021","6.342,69","6.234,80","6.342,69","6.234,80","25,79B","1,83%"
"01/10/2021","6.228,85","6.269,24","6.272,06","6.202,91","19,03B","-0,92%"
"30/09/2021","6.286,94","6.175,42","6.286,94","6.174,18","20,27B","2,02%"
"29/09/2021","6.162,55","6.100,83","6.162,55","6.086,26","23,07B","0,81%"
"28/09/2021","6.113,11","6.128,06","6.137,95","6.097,72","27,26B","-0,15%"
"27/09/2021","6.122,49","6.141,47","6.163,28","6.109,67","20,66B","-0,36%"
"24/09/2021","6.144,81","6.142,29","6.163,88","6.119,14","19,63B","0,03%"
"23/09/2021","6.142,71","6.117,64","6.148,15","6.117,58","21,33B","0,56%"
"22/09/2021","6.108,27","6.060,31","6.123,74","6.059,63","18,43B","0,78%"
"21/09/2021","6.060,76","6.049,79","6.068,79","5.996,41","17,96B","-0,26%"
"20/09/2021","6.076,31","6.132,03","6.133,17","6.053,93","17,66B","-0,93%"
"17/09/2021","6.133,25","6.098,88","6.133,25","6.086,08","22,47B","0,38%"
"16/09/2021","6.109,94","6.126,56","6.137,67","6.098,88","21,89B","0,00%"
"15/09/2021","6.110,23","6.123,91","6.125,33","6.100,00","18,87B","-0,31%"
"14/09/2021","6.129,10","6.100,63","6.130,86","6.099,16","20,17B","0,67%"
"13/09/2021","6.088,16","6.080,06","6.094,99","6.052,97","15,89B","-0,11%"
"10/09/2021","6.094,87","6.059,15","6.102,83","6.047,61","19,29B","0,44%"
"09/09/2021","6.068,22","6.024,32","6.072,64","5.982,77","21,47B","0,70%"
"08/09/2021","6.026,02","6.114,48","6.123,76","6.001,58","19,64B","-1,41%"
"07/09/2021","6.112,40","6.135,87","6.145,49","6.100,94","18,07B","-0,24%"
"06/09/2021","6.126,94","6.137,13","6.150,36","6.100,93","17,39B","0,00%"
"03/09/2021","6.126,92","6.085,63","6.126,92","6.056,19","17,15B","0,80%"
"02/09/2021","6.078,23","6.092,65","6.110,05","6.054,28","17,94B","-0,21%"
"01/09/2021","6.090,93","6.157,82","6.169,06","6.089,23","19,46B","-0,97%"
"31/08/2021","6.150,30","6.148,77","6.158,07","6.117,50","18,91B","0,09%"
"30/08/2021","6.144,90","6.062,11","6.144,90","6.062,11","15,93B","1,71%"
"27/08/2021","6.041,37","6.052,83","6.066,49","6.021,95","15,70B","-0,28%"
"26/08/2021","6.058,08","6.107,04","6.119,66","6.034,05","17,30B","-0,90%"
"25/08/2021","6.113,24","6.094,15","6.131,91","6.093,10","21,43B","0,39%"
"24/08/2021","6.089,50","6.114,67","6.138,50","6.053,57","23,90B","-0,33%"
"23/08/2021","6.109,83","6.037,70","6.109,83","6.037,70","19,38B","1,31%"
"20/08/2021","6.030,77","5.988,76","6.030,77","5.938,41","20,10B","0,64%"
"19/08/2021","5.992,32","6.110,55","6.111,01","5.958,04","21,44B","-2,06%"
"18/08/2021","6.118,15","6.109,56","6.136,28","6.040,60","20,90B","0,50%"
"16/08/2021","6.087,91","6.144,94","6.147,30","6.056,74","17,17B","-0,84%"
"13/08/2021","6.139,49","6.154,05","6.179,90","6.113,26","16,37B","0,00%"
"12/08/2021","6.139,65","6.092,24","6.139,81","6.051,85","20,70B","0,84%"
"10/08/2021","6.088,41","6.139,34","6.147,77","6.042,48","20,50B","-0,64%"
"09/08/2021","6.127,46","6.203,75","6.239,02","6.110,55","29,36B","-1,22%"
"06/08/2021","6.203,43","6.223,83","6.263,54","6.190,86","24,55B","-0,03%"
"05/08/2021","6.205,42","6.174,61","6.218,65","6.173,57","26,83B","0,75%"
"04/08/2021","6.159,03","6.142,48","6.163,81","6.112,72","27,12B","0,46%"
"03/08/2021","6.130,57","6.108,00","6.142,52","6.105,11","22,68B","0,56%"
"02/08/2021","6.096,54","6.098,01","6.112,83","6.048,10","21,63B","0,44%"
"30/07/2021","6.070,04","6.136,37","6.160,46","6.069,84","19,36B","-0,83%"
"29/07/2021","6.120,73","6.106,61","6.135,35","6.096,50","17,89B","0,53%"
"28/07/2021","6.088,52","6.094,54","6.116,51","6.074,87","16,12B","-0,14%"
"27/07/2021","6.097,05","6.120,93","6.144,59","6.068,51","17,92B","-0,15%"
"26/07/2021","6.106,39","6.109,03","6.137,05","6.091,02","15,62B","0,08%"
"23/07/2021","6.101,69","6.145,76","6.166,31","6.090,60","14,33B","-0,58%"
"22/07/2021","6.137,55","6.057,54","6.137,55","6.057,54","17,84B","1,78%"
"21/07/2021","6.029,98","6.034,57","6.053,19","6.020,86","15,31B","0,21%"
"19/07/2021","6.017,39","6.062,97","6.063,65","6.015,15","12,30B","-0,91%"
"16/07/2021","6.072,51","6.063,42","6.079,14","6.051,76","12,94B","0,43%"
"15/07/2021","6.046,75","5.986,65","6.046,75","5.982,80","14,10B","1,13%"
"14/07/2021","5.979,22","6.008,24","6.013,04","5.947,62","13,85B","-0,55%"
"13/07/2021","6.012,03","6.097,23","6.114,29","6.004,82","17,26B","-1,09%"
"12/07/2021","6.078,57","6.060,05","6.097,12","6.055,99","13,54B","0,64%"
"09/07/2021","6.039,84","6.037,00","6.060,54","6.026,55","13,64B","0,00%"
"08/07/2021","6.039,90","6.052,80","6.080,22","6.028,61","15,95B","-0,07%"
"07/07/2021","6.044,04","6.062,77","6.066,99","6.022,31","16,55B","-0,05%"
"06/07/2021","6.047,11","6.015,58","6.054,61","6.013,06","16,10B","0,69%"
"05/07/2021","6.005,61","6.024,16","6.036,98","5.985,35","13,17B","-0,29%"
"02/07/2021","6.023,01","6.020,07","6.043,43","6.014,87","14,68B","0,28%"
"01/07/2021","6.005,96","6.001,12","6.039,03","5.969,10","14,10B","0,34%"
"30/06/2021","5.985,49","5.950,43","6.011,26","5.950,42","20,32B","0,61%"
"29/06/2021","5.949,05","5.944,24","5.992,86","5.913,59","18,88B","0,16%"
"28/06/2021","5.939,47","6.015,28","6.030,89","5.939,47","14,58B","-1,38%"
"25/06/2021","6.022,40","6.027,22","6.067,79","6.019,40","17,24B","0,17%"
"24/06/2021","6.012,06","6.052,08","6.060,49","6.003,20","16,85B","-0,37%"
"23/06/2021","6.034,54","6.095,90","6.130,10","6.034,54","19,96B","-0,88%"
"22/06/2021","6.087,84","6.006,66","6.118,86","6.006,66","15,12B","1,53%"
"21/06/2021","5.996,25","5.959,97","6.021,49","5.884,92","16,00B","-0,18%"
"18/06/2021","6.007,12","6.065,52","6.070,42","5.944,05","23,80B","-1,01%"
"17/06/2021","6.068,45","6.063,54","6.082,29","6.034,83","20,51B","-0,17%"
"16/06/2021","6.078,57","6.071,44","6.114,10","6.049,57","15,30B","-0,17%"
"15/06/2021","6.089,04","6.085,36","6.091,37","6.051,24","16,36B","0,14%"
"14/06/2021","6.080,38","6.110,80","6.124,87","6.071,73","19,62B","-0,25%"
"11/06/2021","6.095,50","6.118,38","6.134,88","6.084,24","19,65B","-0,20%"
"10/06/2021","6.107,54","6.065,93","6.111,45","6.064,93","21,58B","0,99%"
"09/06/2021","6.047,48","5.973,04","6.047,48","5.972,45","23,93B","0,80%"
"08/06/2021","5.999,37","6.071,25","6.075,89","5.992,12","26,52B","-1,16%"
"07/06/2021","6.069,94","6.075,51","6.088,00","6.050,80","20,00B","0,08%"
"04/06/2021","6.065,17","6.091,13","6.103,86","6.043,86","15,87B","-0,43%"
"03/06/2021","6.091,51","6.038,86","6.091,51","6.005,64","18,13B","0,99%"
"02/06/2021","6.031,58","6.002,48","6.031,58","5.991,51","17,85B","1,41%"
"31/05/2021","5.947,46","5.869,22","5.947,46","5.860,54","16,90B","1,69%"
"28/05/2021","5.848,62","5.875,27","5.891,47","5.833,34","18,15B","0,12%"
"27/05/2021","5.841,83","5.850,50","5.904,84","5.841,83","21,19B","0,45%"
"25/05/2021","5.815,84","5.772,94","5.848,55","5.769,29","14,46B","0,91%"
"24/05/2021","5.763,63","5.793,07","5.805,15","5.759,34","14,14B","-0,16%"
"21/05/2021","5.773,12","5.824,11","5.838,23","5.742,04","13,37B","-0,42%"
"20/05/2021","5.797,60","5.759,63","5.814,78","5.751,34","11,40B","0,64%"
"19/05/2021","5.760,58","5.817,14","5.828,21","5.752,26","13,83B","-1,27%"
"18/05/2021","5.834,39","5.836,08","5.855,67","5.782,78","16,03B","0,01%"
"17/05/2021","5.833,86","5.950,14","5.958,79","5.817,71","15,06B","-1,76%"
"11/05/2021","5.938,35","5.965,85","5.966,66","5.911,38","12,08B","-0,63%"
"10/05/2021","5.975,79","5.942,11","5.985,37","5.941,93","12,01B","0,80%"
"07/05/2021","5.928,31","5.987,33","5.994,33","5.922,49","12,18B","-0,70%"
"06/05/2021","5.970,24","5.987,07","6.005,09","5.950,90","12,04B","-0,09%"
"05/05/2021","5.975,91","5.974,56","5.992,93","5.971,31","13,12B","0,20%"
"04/05/2021","5.963,82","5.955,40","5.974,68","5.932,32","14,15B","0,19%"
"03/05/2021","5.952,60","5.999,66","6.004,01","5.938,88","15,20B","-0,72%"
"30/04/2021","5.995,62","6.026,53","6.033,90","5.985,02","13,68B","-0,29%"
"29/04/2021","6.012,96","6.005,80","6.019,02","5.987,74","13,10B","0,64%"
"28/04/2021","5.974,48","5.959,95","5.981,90","5.953,94","12,77B","0,25%"
"27/04/2021","5.959,62","5.987,00","6.003,92","5.950,87","12,29B","-0,09%"
"26/04/2021","5.964,82","6.018,34","6.027,75","5.955,62","12,28B","-0,86%"
"23/04/2021","6.016,86","6.000,91","6.027,06","5.973,25","15,15B","0,38%"
"22/04/2021","5.994,18","6.004,79","6.024,94","5.980,45","13,98B","0,02%"
"21/04/2021","5.993,24","6.010,27","6.025,50","5.989,98","11,73B","-0,75%"
"20/04/2021","6.038,32","6.029,99","6.045,69","5.997,95","10,67B","-0,23%"
"19/04/2021","6.052,54","6.084,78","6.096,99","6.031,83","15,98B","-0,55%"
"16/04/2021","6.086,26","6.102,38","6.115,62","6.062,92","15,80B","0,11%"
"15/04/2021","6.079,50","6.057,61","6.079,50","6.029,15","13,22B","0,48%"
"14/04/2021","6.050,28","5.964,03","6.050,28","5.962,32","14,19B","2,07%"
"13/04/2021","5.927,44","5.944,53","5.957,61","5.883,52","10,74B","-0,36%"
"12/04/2021","5.948,57","6.080,79","6.088,83","5.942,71","13,02B","-2,00%"
"09/04/2021","6.070,21","6.101,72","6.113,16","6.070,21","16,13B","-0,02%"
"08/04/2021","6.071,72","6.035,04","6.073,91","6.030,29","16,95B","0,58%"
"07/04/2021","6.036,62","6.011,96","6.040,46","5.982,07","14,15B","0,56%"
"06/04/2021","6.002,77","5.973,99","6.008,51","5.944,42","12,64B","0,54%"
"05/04/2021","5.970,29","6.040,06","6.051,62","5.964,48","12,21B","-0,68%"
"01/04/2021","6.011,46","5.988,02","6.020,16","5.960,82","10,64B","0,43%"
"31/03/2021","5.985,52","6.062,95","6.066,84","5.892,65","12,31B","-1,42%"
