"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"15/11/2023","6.958,21","6.862,33","6.985,59","6.862,33","18,18B","1,40%"
"14/11/2023","6.862,06","6.838,04","6.886,81","6.829,95","15,26B","0,35%"
"13/11/2023","6.838,31","6.809,26","6.857,10","6.809,26","18,76B","0,43%"
"10/11/2023","6.809,26","6.838,23","6.843,96","6.801,92","13,36B","-0,42%"
"09/11/2023","6.838,23","6.804,11","6.865,08","6.793,76","12,05B","0,50%"
"08/11/2023","6.804,11","6.843,65","6.843,92","6.760,10","15,14B","-0,58%"
"07/11/2023","6.843,79","6.878,84","6.887,02","6.806,88","19,31B","-0,51%"
"06/11/2023","6.878,84","6.788,85","6.878,84","6.787,23","22,88B","1,33%"
"03/11/2023","6.788,85","6.751,39","6.826,62","6.748,70","23,17B","0,55%"
"02/11/2023","6.751,39","6.642,69","6.785,00","6.642,69","22,12B","1,64%"
"01/11/2023","6.642,42","6.751,94","6.773,98","6.639,82","20,66B","-1,63%"
"31/10/2023","6.752,21","6.735,89","6.754,52","6.666,41","19,55B","0,24%"
"30/10/2023","6.735,89","6.758,66","6.775,21","6.692,78","15,78B","-0,34%"
"27/10/2023","6.758,79","6.714,52","6.781,39","6.713,94","16,31B","0,66%"
"26/10/2023","6.714,52","6.833,98","6.838,81","6.704,52","16,83B","-1,75%"
"25/10/2023","6.834,39","6.806,90","6.878,56","6.806,90","15,38B","0,41%"
"24/10/2023","6.806,76","6.741,83","6.826,05","6.738,53","14,15B","0,96%"
"23/10/2023","6.741,96","6.849,17","6.853,45","6.730,88","16,85B","-1,57%"
"20/10/2023","6.849,17","6.846,43","6.869,47","6.803,19","19,41B","0,04%"
"19/10/2023","6.846,43","6.927,63","6.927,98","6.840,37","20,59B","-1,18%"
"18/10/2023","6.927,91","6.939,62","6.968,25","6.908,29","18,75B","-0,17%"
"17/10/2023","6.939,62","6.896,29","6.948,04","6.892,23","17,69B","0,63%"
"16/10/2023","6.896,29","6.926,92","6.970,60","6.878,26","34,16B","-0,44%"
"13/10/2023","6.926,78","6.934,88","6.973,75","6.902,06","21,63B","-0,12%"
"12/10/2023","6.935,15","6.931,89","6.986,88","6.931,89","21,88B","0,05%"
"11/10/2023","6.931,75","6.922,19","6.965,83","6.914,72","17,81B","0,14%"
"10/10/2023","6.922,19","6.891,46","6.954,01","6.891,46","12,37B","0,45%"
"09/10/2023","6.891,46","6.888,52","6.929,97","6.880,54","13,97B","0,04%"
"06/10/2023","6.888,52","6.875,10","6.913,01","6.875,10","14,23B","0,20%"
"05/10/2023","6.874,83","6.886,99","6.934,80","6.874,83","16,80B","-0,17%"
"04/10/2023","6.886,58","6.940,89","6.943,27","6.839,86","19,61B","-0,78%"
"03/10/2023","6.940,89","6.961,46","6.992,63","6.940,89","16,77B","-0,30%"
"02/10/2023","6.961,46","6.939,89","6.984,58","6.939,61","15,79B","0,31%"
"29/09/2023","6.939,89","6.937,83","6.978,59","6.937,83","16,57B","0,03%"
"27/09/2023","6.937,83","6.923,80","6.970,85","6.913,35","15,49B","0,20%"
"26/09/2023","6.923,80","6.998,10","7.019,55","6.913,82","22,25B","-1,07%"
"25/09/2023","6.998,38","7.016,98","7.029,77","6.994,44","18,30B","-0,26%"
"22/09/2023","7.016,84","6.991,47","7.040,13","6.985,96","15,57B","0,36%"
"21/09/2023","6.991,47","7.011,68","7.021,29","6.974,01","13,80B","-0,29%"
"20/09/2023","7.011,68","6.980,32","7.046,48","6.980,32","14,66B","0,45%"
"19/09/2023","6.980,32","6.936,37","6.994,04","6.934,71","13,54B","0,64%"
"18/09/2023","6.936,08","6.982,79","6.999,40","6.928,77","15,38B","-0,67%"
"15/09/2023","6.982,79","6.959,19","7.011,88","6.945,07","34,69B","0,34%"
"14/09/2023","6.959,33","6.935,33","6.968,98","6.927,68","17,18B","0,34%"
"13/09/2023","6.935,48","6.934,11","6.944,82","6.903,23","16,39B","0,02%"
"12/09/2023","6.933,97","6.963,39","6.976,48","6.928,23","17,47B","-0,42%"
"11/09/2023","6.963,39","6.924,78","6.963,39","6.904,36","17,41B","0,56%"
"08/09/2023","6.924,78","6.954,81","6.966,77","6.900,59","14,04B","-0,43%"
"07/09/2023","6.954,81","6.996,10","7.003,67","6.927,42","19,12B","-0,59%"
"06/09/2023","6.995,95","6.991,71","7.020,97","6.989,79","16,54B","0,06%"
"05/09/2023","6.991,71","6.996,75","7.014,48","6.972,63","18,32B","-0,07%"
"04/09/2023","6.996,75","6.977,80","7.007,80","6.974,82","15,46B","0,27%"
"01/09/2023","6.977,65","6.953,26","6.992,63","6.950,26","14,58B","0,35%"
"31/08/2023","6.953,26","6.966,66","6.982,35","6.924,23","23,31B","-0,19%"
"30/08/2023","6.966,66","6.958,26","7.008,49","6.958,26","15,93B","0,13%"
"29/08/2023","6.957,83","6.921,73","6.964,73","6.921,73","24,43B","0,52%"
"28/08/2023","6.921,73","6.895,87","6.940,12","6.895,87","18,55B","0,38%"
"25/08/2023","6.895,44","6.899,39","6.906,08","6.869,63","13,00B","-0,06%"
"24/08/2023","6.899,39","6.921,41","6.937,65","6.898,39","14,28B","-0,32%"
"23/08/2023","6.921,41","6.916,45","6.959,43","6.916,45","17,07B","0,07%"
"22/08/2023","6.916,45","6.866,03","6.927,45","6.860,69","15,86B","0,73%"
"21/08/2023","6.866,03","6.860,05","6.890,28","6.859,42","20,77B","0,09%"
"18/08/2023","6.859,91","6.899,83","6.899,83","6.856,38","13,07B","-0,59%"
"16/08/2023","6.900,54","6.915,10","6.915,10","6.855,89","15,23B","-0,21%"
"15/08/2023","6.915,10","6.910,46","6.928,63","6.898,38","17,28B","0,07%"
"14/08/2023","6.910,17","6.879,98","6.910,17","6.823,75","13,88B","0,44%"
"11/08/2023","6.879,98","6.893,28","6.906,65","6.865,11","13,07B","-0,19%"
"10/08/2023","6.893,28","6.875,11","6.910,75","6.875,11","16,27B","0,26%"
"09/08/2023","6.875,11","6.868,81","6.901,06","6.863,08","21,85B","0,09%"
"08/08/2023","6.868,81","6.886,51","6.915,05","6.861,63","17,04B","-0,25%"
"07/08/2023","6.886,37","6.852,84","6.904,36","6.852,84","13,45B","0,49%"
"04/08/2023","6.852,84","6.898,22","6.925,01","6.850,90","11,88B","-0,66%"
"03/08/2023","6.898,08","6.854,51","6.924,05","6.839,74","16,36B","0,64%"
"02/08/2023","6.854,51","6.886,50","6.886,50","6.833,98","18,39B","-0,46%"
"01/08/2023","6.886,50","6.931,08","6.934,39","6.880,47","19,61B","-0,65%"
"31/07/2023","6.931,36","6.900,23","6.931,36","6.895,07","17,15B","0,45%"
"28/07/2023","6.900,23","6.896,81","6.904,10","6.857,37","14,67B","0,05%"
"27/07/2023","6.896,66","6.948,28","6.966,17","6.896,66","15,86B","-0,74%"
"26/07/2023","6.948,28","6.917,71","6.955,98","6.917,41","14,97B","0,44%"
"25/07/2023","6.917,71","6.897,98","6.944,62","6.897,98","15,05B","0,27%"
"24/07/2023","6.899,40","6.880,80","6.929,68","6.877,95","15,01B","0,27%"
"21/07/2023","6.880,80","6.864,19","6.880,80","6.837,65","13,16B","0,24%"
"20/07/2023","6.864,19","6.830,06","6.874,89","6.828,00","14,20B","0,50%"
"18/07/2023","6.830,20","6.867,14","6.902,14","6.798,43","15,04B","-0,54%"
"17/07/2023","6.867,14","6.869,71","6.931,27","6.867,14","17,68B","-0,04%"
"14/07/2023","6.869,57","6.810,21","6.874,78","6.810,21","16,07B","0,87%"
"13/07/2023","6.810,21","6.808,35","6.835,74","6.783,74","17,14B","0,03%"
"12/07/2023","6.808,21","6.796,92","6.820,18","6.785,86","16,17B","0,17%"
"11/07/2023","6.796,92","6.731,18","6.796,92","6.730,63","16,04B","0,98%"
"10/07/2023","6.731,04","6.716,46","6.763,55","6.716,46","12,36B","0,22%"
"07/07/2023","6.716,46","6.757,05","6.757,05","6.711,22","15,83B","-0,60%"
"06/07/2023","6.757,33","6.718,26","6.766,27","6.712,07","17,95B","0,57%"
"05/07/2023","6.718,98","6.681,75","6.719,06","6.676,93","14,89B","0,56%"
"04/07/2023","6.681,75","6.696,86","6.713,99","6.672,77","14,63B","-0,22%"
"03/07/2023","6.696,72","6.661,74","6.696,72","6.660,82","12,56B","0,52%"
"27/06/2023","6.661,88","6.664,67","6.679,63","6.652,90","14,23B","-0,04%"
"26/06/2023","6.664,67","6.639,73","6.674,06","6.622,18","12,60B","0,38%"
"23/06/2023","6.639,73","6.652,26","6.665,66","6.635,48","11,34B","-0,19%"
"22/06/2023","6.652,26","6.702,77","6.717,98","6.652,26","16,85B","-0,75%"
"21/06/2023","6.702,63","6.660,46","6.702,63","6.635,67","12,03B","0,63%"
"20/06/2023","6.660,46","6.686,06","6.692,44","6.626,15","11,83B","-0,38%"
"19/06/2023","6.686,06","6.698,55","6.705,04","6.669,05","16,14B","-0,19%"
"16/06/2023","6.698,55","6.713,52","6.726,46","6.669,34","17,21B","-0,23%"
"15/06/2023","6.713,79","6.699,72","6.717,46","6.660,91","15,12B","0,21%"
"14/06/2023","6.699,72","6.718,87","6.744,64","6.672,86","17,83B","-0,29%"
"13/06/2023","6.719,01","6.722,37","6.744,04","6.697,07","17,66B","-0,05%"
"12/06/2023","6.722,37","6.694,58","6.722,37","6.670,52","15,87B","0,42%"
"09/06/2023","6.694,02","6.666,05","6.703,82","6.648,96","18,28B","0,42%"
"08/06/2023","6.666,33","6.619,75","6.666,33","6.598,42","16,86B","0,70%"
"07/06/2023","6.619,75","6.619,06","6.638,58","6.578,76","16,29B","0,01%"
"06/06/2023","6.618,92","6.633,44","6.677,57","6.602,00","23,18B","-0,22%"
"05/06/2023","6.633,44","6.633,26","6.663,71","6.598,51","15,27B","0,00%"
"31/05/2023","6.633,26","6.636,42","6.657,65","6.562,96","61,51B","-0,05%"
"30/05/2023","6.636,42","6.681,10","6.700,24","6.636,42","17,38B","-0,67%"
"29/05/2023","6.681,10","6.687,28","6.708,37","6.617,24","16,48B","-0,09%"
"26/05/2023","6.687,00","6.704,23","6.727,29","6.669,24","18,15B","-0,26%"
"25/05/2023","6.704,23","6.745,80","6.749,71","6.702,53","15,70B","-0,62%"
"24/05/2023","6.745,80","6.736,68","6.755,88","6.713,89","13,77B","0,14%"
"23/05/2023","6.736,68","6.729,65","6.772,65","6.727,07","16,22B","0,10%"
"22/05/2023","6.729,65","6.700,56","6.757,62","6.675,88","16,75B","0,43%"
"19/05/2023","6.700,56","6.663,11","6.715,03","6.662,75","16,16B","0,56%"
"17/05/2023","6.663,11","6.676,42","6.706,60","6.661,47","18,04B","-0,20%"
"16/05/2023","6.676,56","6.711,74","6.729,07","6.659,07","15,64B","-0,52%"
"15/05/2023","6.711,74","6.708,46","6.729,30","6.656,65","14,26B","0,06%"
"12/05/2023","6.707,76","6.755,94","6.755,94","6.704,57","17,38B","-0,71%"
"11/05/2023","6.755,94","6.811,90","6.814,12","6.717,42","16,29B","-0,82%"
"10/05/2023","6.811,90","6.780,40","6.820,12","6.775,19","18,15B","0,47%"
"09/05/2023","6.779,98","6.769,63","6.793,77","6.742,18","17,21B","0,15%"
"08/05/2023","6.769,63","6.787,49","6.798,32","6.756,66","17,96B","-0,27%"
"05/05/2023","6.787,63","6.844,03","6.851,59","6.733,78","14,82B","-0,82%"
"04/05/2023","6.844,03","6.812,72","6.846,12","6.780,09","13,75B","0,46%"
"03/05/2023","6.812,72","6.863,30","6.865,61","6.776,90","12,13B","-0,74%"
"02/05/2023","6.863,30","6.915,72","6.920,34","6.814,34","13,65B","-0,76%"
"28/04/2023","6.915,72","6.945,48","6.958,67","6.897,71","13,06B","-0,43%"
"27/04/2023","6.945,48","6.910,85","6.971,91","6.877,65","16,16B","0,51%"
"26/04/2023","6.910,15","6.821,81","6.910,15","6.821,60","12,02B","1,29%"
"18/04/2023","6.821,81","6.787,58","6.839,76","6.784,17","10,37B","0,50%"
"17/04/2023","6.787,58","6.818,71","6.829,51","6.765,14","9,49B","-0,45%"
"14/04/2023","6.818,57","6.785,88","6.838,07","6.785,70","13,70B","0,49%"
"13/04/2023","6.785,60","6.798,54","6.816,88","6.764,66","16,15B","-0,20%"
"12/04/2023","6.798,96","6.811,46","6.833,74","6.775,28","15,14B","-0,18%"
"11/04/2023","6.811,31","6.771,23","6.811,31","6.738,77","16,14B","0,59%"
"10/04/2023","6.771,23","6.792,77","6.799,49","6.735,19","12,94B","-0,32%"
"06/04/2023","6.792,77","6.819,67","6.832,73","6.786,29","17,29B","-0,39%"
"05/04/2023","6.819,67","6.833,18","6.867,34","6.816,43","12,40B","-0,20%"
"04/04/2023","6.833,18","6.827,03","6.859,69","6.781,52","13,16B","0,09%"
"03/04/2023","6.827,17","6.805,28","6.849,36","6.805,13","12,75B","0,32%"
"31/03/2023","6.805,28","6.809,09","6.831,55","6.789,61","13,90B","-0,05%"
"30/03/2023","6.808,95","6.839,44","6.868,63","6.803,09","14,05B","-0,45%"
"29/03/2023","6.839,44","6.760,33","6.851,51","6.760,33","14,33B","1,17%"
"28/03/2023","6.760,33","6.708,93","6.764,65","6.708,93","12,61B","0,77%"
"27/03/2023","6.708,93","6.762,25","6.772,60","6.704,75","13,52B","-0,79%"
"24/03/2023","6.762,25","6.694,02","6.776,90","6.692,17","14,66B","1,06%"
"21/03/2023","6.691,61","6.612,49","6.691,61","6.609,22","14,55B","1,20%"
"20/03/2023","6.612,49","6.678,24","6.678,24","6.587,69","12,89B","-0,98%"
"17/03/2023","6.678,24","6.565,73","6.683,09","6.565,73","45,58B","1,71%"
"16/03/2023","6.565,73","6.628,14","6.630,77","6.542,79","15,44B","-0,94%"
"15/03/2023","6.628,14","6.641,81","6.709,86","6.628,14","13,92B","-0,21%"
"14/03/2023","6.641,81","6.786,67","6.786,67","6.635,38","16,66B","-2,14%"
"13/03/2023","6.786,96","6.765,02","6.812,87","6.727,44","14,18B","0,32%"
"10/03/2023","6.765,30","6.799,79","6.799,79","6.741,41","13,17B","-0,51%"
"09/03/2023","6.799,79","6.776,37","6.824,66","6.776,37","11,32B","0,35%"
"08/03/2023","6.776,37","6.766,76","6.776,37","6.728,19","14,41B","0,14%"
"07/03/2023","6.766,76","6.806,86","6.812,96","6.758,00","14,04B","-0,59%"
"06/03/2023","6.807,00","6.813,92","6.856,57","6.801,19","13,71B","-0,10%"
"03/03/2023","6.813,64","6.857,42","6.884,12","6.804,48","11,87B","-0,64%"
"02/03/2023","6.857,42","6.845,08","6.875,10","6.841,86","13,61B","0,18%"
"01/03/2023","6.844,94","6.843,10","6.889,51","6.833,19","14,63B","0,02%"
"28/02/2023","6.843,24","6.854,78","6.890,35","6.843,24","16,79B","-0,17%"
"27/02/2023","6.854,78","6.856,58","6.871,11","6.819,87","12,76B","-0,03%"
"24/02/2023","6.856,58","6.839,45","6.880,31","6.839,45","13,03B","0,25%"
"23/02/2023","6.839,45","6.810,11","6.839,45","6.807,00","12,45B","0,43%"
"22/02/2023","6.809,97","6.873,26","6.875,39","6.781,23","14,92B","-0,92%"
"21/02/2023","6.873,40","6.894,72","6.923,67","6.870,91","14,42B","-0,31%"
"20/02/2023","6.894,72","6.895,86","6.910,50","6.863,67","17,59B","-0,01%"
"17/02/2023","6.895,71","6.895,66","6.919,09","6.868,28","18,01B","0,00%"
"16/02/2023","6.895,66","6.914,54","6.933,28","6.875,30","17,36B","-0,27%"
"15/02/2023","6.914,54","6.941,85","6.946,03","6.872,87","14,85B","-0,39%"
"14/02/2023","6.941,85","6.900,14","6.941,85","6.900,14","16,28B","0,60%"
"13/02/2023","6.900,14","6.880,33","6.915,14","6.871,88","21,39B","0,29%"
"10/02/2023","6.880,33","6.895,24","6.895,24","6.803,42","14,08B","-0,25%"
"09/02/2023","6.897,37","6.940,12","6.961,15","6.896,04","17,67B","-0,62%"
"08/02/2023","6.940,12","6.935,30","6.961,92","6.912,11","17,27B","0,07%"
"07/02/2023","6.935,30","6.873,79","6.946,23","6.873,79","17,31B","0,89%"
"06/02/2023","6.873,79","6.911,73","6.924,88","6.835,76","14,35B","-0,55%"
"03/02/2023","6.911,73","6.890,71","6.951,97","6.890,71","20,29B","0,31%"
"02/02/2023","6.890,57","6.862,26","6.896,73","6.855,37","18,92B","0,41%"
"01/02/2023","6.862,26","6.838,92","6.893,18","6.838,92","14,59B","0,34%"
"31/01/2023","6.839,34","6.872,52","6.880,96","6.827,24","15,18B","-0,48%"
"30/01/2023","6.872,48","6.899,02","6.925,47","6.834,08","13,47B","-0,38%"
"27/01/2023","6.898,98","6.864,82","6.932,71","6.864,82","14,92B","0,50%"
"26/01/2023","6.864,82","6.829,97","6.874,87","6.815,79","17,11B","0,51%"
"25/01/2023","6.829,93","6.860,85","6.871,36","6.821,28","18,79B","-0,45%"
"24/01/2023","6.860,85","6.874,93","6.906,79","6.841,01","19,68B","-0,20%"
"20/01/2023","6.874,93","6.819,91","6.874,93","6.819,53","17,38B","0,81%"
"19/01/2023","6.819,91","6.765,75","6.820,98","6.754,55","15,42B","0,80%"
"18/01/2023","6.765,79","6.767,18","6.790,16","6.721,46","19,50B","-0,02%"
"17/01/2023","6.767,34","6.688,06","6.801,87","6.688,06","21,76B","1,19%"
"16/01/2023","6.688,06","6.641,83","6.688,06","6.627,70","15,49B","0,70%"
"13/01/2023","6.641,83","6.629,93","6.658,48","6.600,59","16,56B","0,18%"
"12/01/2023","6.629,93","6.584,49","6.662,23","6.574,09","14,89B","0,69%"
"11/01/2023","6.584,45","6.622,54","6.622,79","6.557,92","12,49B","-0,57%"
"10/01/2023","6.622,50","6.688,27","6.690,23","6.570,24","14,48B","-0,98%"
"09/01/2023","6.688,27","6.684,56","6.726,97","6.638,65","13,59B","0,06%"
"06/01/2023","6.684,56","6.653,76","6.708,64","6.598,65","10,99B","0,46%"
"05/01/2023","6.653,84","6.813,28","6.813,42","6.621,99","18,06B","-2,34%"
"04/01/2023","6.813,24","6.888,80","6.900,60","6.813,24","14,25B","-1,10%"
"03/01/2023","6.888,76","6.850,98","6.908,00","6.838,57","15,69B","0,55%"
"02/01/2023","6.850,98","6.850,74","6.856,89","6.823,48","10,96B","0,01%"
"30/12/2022","6.850,62","6.860,12","6.888,74","6.838,59","12,93B","-0,14%"
"29/12/2022","6.860,08","6.850,52","6.879,58","6.786,98","14,10B","0,14%"
"28/12/2022","6.850,52","6.923,07","6.953,04","6.828,14","12,06B","-1,05%"
"27/12/2022","6.923,03","6.835,85","6.933,89","6.835,66","12,17B","1,28%"
"26/12/2022","6.835,81","6.800,71","6.858,15","6.796,17","11,75B","0,52%"
"23/12/2022","6.800,67","6.824,39","6.824,39","6.784,59","12,04B","-0,35%"
"22/12/2022","6.824,43","6.820,70","6.844,12","6.800,62","12,90B","0,06%"
"21/12/2022","6.820,66","6.768,32","6.820,66","6.763,70","13,91B","0,77%"
"20/12/2022","6.768,32","6.779,70","6.792,20","6.715,04","15,18B","-0,17%"
"19/12/2022","6.779,70","6.812,15","6.827,81","6.754,09","12,79B","-0,48%"
"16/12/2022","6.812,19","6.751,86","6.812,19","6.693,77","15,61B","0,89%"
"15/12/2022","6.751,86","6.801,79","6.801,84","6.740,96","14,51B","-0,73%"
"14/12/2022","6.801,75","6.810,36","6.854,10","6.774,13","21,54B","-0,13%"
"13/12/2022","6.810,32","6.734,49","6.826,12","6.714,87","39,61B","1,13%"
"12/12/2022","6.734,45","6.715,12","6.734,45","6.641,81","13,45B","0,29%"
"09/12/2022","6.715,12","6.804,23","6.804,23","6.695,38","12,71B","-1,31%"
"08/12/2022","6.804,23","6.818,79","6.821,05","6.683,63","16,23B","-0,21%"
"07/12/2022","6.818,75","6.892,57","6.892,66","6.799,30","15,87B","-1,07%"
"06/12/2022","6.892,57","6.987,37","6.987,37","6.862,56","14,97B","-1,36%"
"05/12/2022","6.987,33","7.019,64","7.053,90","6.987,33","16,53B","-0,46%"
"02/12/2022","7.019,64","7.020,80","7.021,81","6.967,95","13,95B","-0,02%"
"01/12/2022","7.020,80","7.081,19","7.090,28","7.018,27","16,80B","-0,85%"
"30/11/2022","7.081,31","7.012,11","7.081,31","6.993,70","27,35B","0,99%"
"29/11/2022","7.012,07","7.017,32","7.036,54","6.990,90","16,41B","-0,08%"
"28/11/2022","7.017,36","7.053,11","7.083,38","7.011,45","18,72B","-0,51%"
"25/11/2022","7.053,15","7.080,55","7.086,56","7.013,22","15,87B","-0,39%"
"24/11/2022","7.080,52","7.054,16","7.104,89","7.054,16","15,99B","0,37%"
"23/11/2022","7.054,12","7.030,63","7.089,69","7.026,39","15,75B","0,33%"
"22/11/2022","7.030,59","7.063,25","7.108,83","7.030,59","17,76B","-0,46%"
"21/11/2022","7.063,25","7.082,18","7.107,32","7.050,44","16,28B","-0,27%"
"18/11/2022","7.082,18","7.045,03","7.094,10","7.027,75","16,72B","0,53%"
"17/11/2022","7.044,99","7.014,38","7.051,27","6.965,76","15,66B","0,44%"
"16/11/2022","7.014,38","7.035,50","7.047,00","6.955,53","16,51B","-0,30%"
"15/11/2022","7.035,50","7.019,39","7.048,39","6.999,24","16,78B","0,23%"
"14/11/2022","7.019,39","7.089,21","7.104,76","7.014,30","17,46B","-0,98%"
"11/11/2022","7.089,21","6.967,00","7.106,06","6.967,00","22,61B","1,76%"
"10/11/2022","6.966,84","7.070,08","7.070,08","6.956,29","18,85B","-1,46%"
"09/11/2022","7.070,08","7.050,09","7.073,55","7.037,31","18,74B","0,28%"
"08/11/2022","7.050,13","7.102,44","7.111,44","7.039,25","19,34B","-0,74%"
"07/11/2022","7.102,40","7.045,53","7.102,40","7.011,56","19,41B","0,81%"
"04/11/2022","7.045,53","7.034,57","7.045,53","6.973,32","18,06B","0,16%"
"03/11/2022","7.034,57","7.015,69","7.050,38","6.962,85","17,66B","0,27%"
"02/11/2022","7.015,69","7.052,30","7.074,23","6.976,87","16,52B","-0,52%"
"01/11/2022","7.052,30","7.098,93","7.128,14","7.018,55","19,31B","-0,66%"
"31/10/2022","7.098,89","7.056,04","7.113,11","7.051,43","19,24B","0,61%"
"28/10/2022","7.056,04","7.091,76","7.100,81","7.016,70","18,67B","-0,50%"
"27/10/2022","7.091,76","7.043,98","7.104,85","7.043,98","18,81B","0,68%"
"26/10/2022","7.043,94","7.048,42","7.081,88","7.017,94","18,78B","-0,06%"
"25/10/2022","7.048,38","7.053,08","7.108,82","7.032,54","22,35B","-0,07%"
"24/10/2022","7.053,04","7.017,81","7.092,17","7.017,46","20,39B","0,50%"
"21/10/2022","7.017,77","6.980,69","7.058,91","6.974,96","18,15B","0,53%"
"20/10/2022","6.980,65","6.860,42","6.986,21","6.847,07","22,57B","1,75%"
"19/10/2022","6.860,42","6.834,49","6.883,92","6.806,11","16,54B","0,38%"
"18/10/2022","6.834,49","6.831,15","6.891,98","6.809,98","20,48B","0,05%"
"17/10/2022","6.831,12","6.814,53","6.836,98","6.747,38","21,78B","0,24%"
"14/10/2022","6.814,53","6.880,67","6.943,85","6.814,53","18,81B","-0,96%"
"13/10/2022","6.880,63","6.909,21","6.933,71","6.880,63","17,52B","-0,41%"
"12/10/2022","6.909,21","6.939,15","6.990,59","6.870,28","22,58B","-0,43%"
"11/10/2022","6.939,15","6.994,40","7.001,97","6.937,81","23,74B","-0,79%"
"10/10/2022","6.994,40","7.026,66","7.026,66","6.947,72","22,01B","-0,46%"
"07/10/2022","7.026,78","7.076,62","7.081,02","7.008,14","22,69B","-0,70%"
"06/10/2022","7.076,62","7.075,38","7.135,91","7.066,47","17,76B","0,02%"
"05/10/2022","7.075,38","7.072,29","7.131,88","7.070,21","21,97B","0,04%"
"04/10/2022","7.072,26","7.009,84","7.101,47","7.009,84","21,64B","0,89%"
"03/10/2022","7.009,72","7.040,80","7.047,62","6.995,06","18,00B","-0,44%"
"30/09/2022","7.040,80","7.036,20","7.056,17","6.926,86","20,85B","0,07%"
"29/09/2022","7.036,20","7.077,11","7.135,50","7.023,21","21,41B","-0,58%"
"28/09/2022","7.077,03","7.112,41","7.156,98","7.073,47","19,34B","-0,50%"
"27/09/2022","7.112,45","7.127,50","7.133,41","7.075,65","22,72B","-0,21%"
"26/09/2022","7.127,50","7.178,50","7.178,50","7.039,24","19,34B","-0,71%"
"23/09/2022","7.178,58","7.219,03","7.219,03","7.172,53","20,55B","-0,56%"
"22/09/2022","7.218,91","7.188,19","7.225,55","7.127,46","28,26B","0,43%"
"21/09/2022","7.188,31","7.196,87","7.204,90","7.134,79","24,62B","-0,12%"
"20/09/2022","7.196,95","7.195,57","7.252,19","7.186,25","27,97B","0,02%"
"19/09/2022","7.195,49","7.168,95","7.231,42","7.151,62","25,28B","0,37%"
"16/09/2022","7.168,87","7.305,60","7.306,16","7.163,07","35,18B","-1,87%"
"15/09/2022","7.305,60","7.278,20","7.377,50","7.278,20","27,43B","0,38%"
"14/09/2022","7.278,08","7.317,90","7.317,90","7.219,32","25,02B","-0,55%"
"13/09/2022","7.318,02","7.254,46","7.345,46","7.254,42","28,53B","0,88%"
"12/09/2022","7.254,46","7.242,70","7.276,42","7.218,46","30,08B","0,16%"
"09/09/2022","7.242,66","7.232,06","7.270,30","7.206,37","27,36B","0,15%"
"08/09/2022","7.232,02","7.186,76","7.277,88","7.186,56","27,77B","0,63%"
"07/09/2022","7.186,76","7.233,15","7.243,52","7.166,63","32,82B","-0,64%"
"06/09/2022","7.233,15","7.231,92","7.287,70","7.230,79","34,64B","0,02%"
"05/09/2022","7.231,88","7.177,14","7.245,40","7.147,98","30,92B","0,76%"
"02/09/2022","7.177,18","7.153,10","7.207,62","7.146,81","28,48B","0,34%"
"01/09/2022","7.153,10","7.178,59","7.197,06","7.135,02","25,24B","-0,36%"
"31/08/2022","7.178,59","7.159,51","7.178,59","7.073,22","25,69B","0,27%"
"30/08/2022","7.159,47","7.132,08","7.223,13","7.131,62","30,83B","0,38%"
"29/08/2022","7.132,04","7.135,09","7.135,09","7.015,35","25,68B","-0,04%"
"26/08/2022","7.135,25","7.174,29","7.194,08","7.135,25","27,39B","-0,54%"
"25/08/2022","7.174,21","7.194,71","7.210,16","7.146,31","28,09B","-0,28%"
"24/08/2022","7.194,71","7.163,31","7.204,42","7.154,64","22,15B","0,44%"
"23/08/2022","7.163,27","7.107,86","7.183,26","7.106,83","26,06B","0,78%"
"22/08/2022","7.107,98","7.172,43","7.174,28","7.064,50","20,45B","-0,90%"
"19/08/2022","7.172,43","7.186,60","7.230,11","7.172,43","23,29B","-0,20%"
"18/08/2022","7.186,56","7.133,45","7.186,56","7.125,39","23,93B","0,74%"
"16/08/2022","7.133,45","7.093,28","7.147,97","7.080,75","23,12B","0,57%"
"15/08/2022","7.093,28","7.129,28","7.156,92","7.081,30","22,82B","-0,50%"
"12/08/2022","7.129,28","7.160,38","7.164,67","7.113,58","24,01B","-0,43%"
"11/08/2022","7.160,38","7.086,28","7.181,10","7.086,28","24,63B","1,05%"
"10/08/2022","7.086,24","7.102,88","7.104,03","7.021,67","20,04B","-0,23%"
"09/08/2022","7.102,88","7.086,85","7.144,20","7.086,85","26,32B","0,23%"
"08/08/2022","7.086,85","7.084,65","7.100,81","7.050,82","21,90B","0,03%"
"05/08/2022","7.084,65","7.057,35","7.090,77","7.045,98","17,39B","0,39%"
"04/08/2022","7.057,35","7.046,63","7.075,56","7.025,05","24,82B","0,15%"
"03/08/2022","7.046,63","6.988,16","7.046,63","6.971,74","22,58B","0,84%"
"02/08/2022","6.988,16","6.968,78","6.991,39","6.902,63","21,62B","0,28%"
"01/08/2022","6.968,78","6.951,12","7.005,29","6.949,63","23,85B","0,25%"
"29/07/2022","6.951,12","6.956,90","7.032,35","6.951,12","29,25B","-0,08%"
"28/07/2022","6.956,82","6.898,30","6.984,53","6.898,30","28,73B","0,85%"
"27/07/2022","6.898,22","6.871,50","6.911,90","6.861,45","27,68B","0,39%"
