tanggal,close_index,open_index,high_index,low_index,volume_billion,change_percent
2024-03-21,7338.35,7360.56,7396.47,7336.6,13980000000.0,0.1
2024-03-20,7331.13,7303.93,7343.46,7295.35,16969999999.999998,-0.08
2024-03-19,7336.75,7320.54,7361.53,7314.18,13760000000.0,0.47
2024-03-18,7302.45,7338.08,7358.55,7300.94,15530000000.0,-0.35
2024-03-15,7328.05,7408.66,7416.34,7308.04,23150000000.0,-1.42
2024-03-14,7433.31,7405.57,7454.45,7380.65,12920000000.0,0.16
2024-03-13,7421.21,7422.3,7441.62,7392.01,13520000000.0,0.53
2024-03-08,7381.91,7398.43,7416.43,7376.16,12520000000.0,0.11
2024-03-07,7373.96,7338.73,7386.87,7334.31,19330000000.0,0.6
2024-03-06,7329.8,7252.08,7331.08,7248.53,18030000000.0,1.14
2024-03-05,7247.46,7296.53,7305.45,7238.34,15280000000.0,-0.4
2024-03-04,7276.75,7318.83,7328.38,7259.78,16809999999.999998,-0.48
2024-03-01,7311.91,7318.67,7331.32,7269.89,13460000000.0,-0.06
2024-02-29,7316.11,7326.8,7337.92,7289.34,23010000000.0,-0.17
2024-02-28,7328.64,7292.08,7328.74,7289.26,22040000000.0,0.59
2024-02-27,7285.32,7263.99,7292.93,7255.12,18390000000.0,0.02
2024-02-26,7283.82,7277.64,7295.14,7252.28,14710000000.0,-0.15
2024-02-23,7295.1,7326.53,7340.19,7262.1,14630000000.0,-0.61
2024-02-22,7339.64,7334.95,7365.76,7321.52,15450000000.0,-0.13
2024-02-21,7349.02,7345.79,7370.88,7286.67,15260000000.0,-0.05
2024-02-20,7352.6,7320.72,7354.11,7309.5,13000000000.0,0.77
2024-02-19,7296.7,7323.31,7339.76,7277.54,15120000000.0,-0.53
2024-02-16,7335.54,7337.82,7370.57,7314.88,14640000000.0,0.44
2024-02-15,7303.28,7337.63,7365.68,7298.48,18440000000.0,1.3
2024-02-13,7209.74,7301.59,7301.59,7197.83,12830000000.0,-1.2
2024-02-12,7297.67,7268.33,7306.16,7250.31,17870000000.0,0.86
2024-02-07,7235.15,7264.98,7285.13,7225.45,13810000000.0,-0.17
2024-02-06,7247.41,7230.15,7268.13,7212.14,13800000000.0,0.68
2024-02-05,7198.62,7237.33,7254.09,7186.17,13730000000.0,-0.55
2024-02-02,7238.79,7221.9,7238.79,7180.36,11440000000.0,0.52
2024-02-01,7201.7,7221.85,7248.53,7191.69,15740000000.0,-0.09
2024-01-31,7207.94,7213.31,7247.52,7192.64,17030000000.000002,0.22
2024-01-30,7192.22,7147.24,7213.19,7133.61,18220000000.0,0.49
2024-01-29,7157.17,7147.71,7177.7,7115.04,16040000000.0,0.28
2024-01-26,7137.09,7152.27,7166.69,7099.08,14020000000.0,-0.57
2024-01-25,7178.04,7215.53,7253.72,7176.11,13040000000.0,-0.69
2024-01-24,7227.82,7255.77,7271.96,7170.3,12890000000.0,-0.39
2024-01-23,7256.23,7232.52,7256.23,7201.83,13260000000.0,0.11
2024-01-22,7247.93,7233.17,7247.93,7194.95,14170000000.0,0.28
2024-01-19,7227.4,7271.34,7277.98,7170.81,13740000000.0,-0.35
2024-01-18,7252.97,7198.85,7267.08,7185.38,15890000000.0,0.73
2024-01-17,7200.63,7248.01,7252.46,7162.48,20210000000.0,-0.58
2024-01-16,7242.79,7231.64,7268.18,7210.03,13030000000.0,0.26
2024-01-15,7224.0,7254.04,7281.26,7206.31,13300000000.0,-0.24
2024-01-12,7241.14,7242.37,7271.87,7205.76,15220000000.0,0.29
2024-01-11,7219.96,7253.46,7277.5,7219.96,19050000000.0,-0.1
2024-01-10,7227.3,7187.58,7259.6,7152.88,15270000000.0,0.38
2024-01-09,7200.2,7299.78,7311.64,7180.16,15260000000.0,-1.14
2024-01-08,7283.58,7362.05,7393.13,7275.17,14060000000.0,-0.91
2024-01-05,7350.62,7376.29,7403.58,7350.62,16309999999.999998,-0.12
2024-01-04,7359.76,7290.06,7371.23,7280.41,15570000000.0,1.11
2024-01-03,7279.09,7316.11,7321.88,7275.87,15950000000.0,-0.61
2024-01-02,7323.59,7268.4,7323.59,7245.57,12140000000.0,0.7
2023-12-29,7272.8,7307.11,7309.78,7259.68,12320000000.0,-0.43
2023-12-28,7303.89,7266.57,7308.21,7262.25,12300000000.0,0.8
2023-12-27,7245.92,7256.16,7293.52,7239.66,12500000000.0,0.12
2023-12-26,7237.52,7225.62,7248.55,7218.17,,0.0
2023-12-22,7237.52,7225.62,7248.55,7218.17,11130000000.0,0.39
2023-12-21,7209.62,7222.09,7229.29,7173.01,14430000000.0,-0.14
2023-12-20,7219.67,7207.18,7237.97,7196.24,14230000000.0,0.44
2023-12-19,7187.85,7116.55,7187.85,7112.82,15540000000.0,0.96
2023-12-18,7119.52,7181.43,7192.89,7092.03,23950000000.0,-0.99
2023-12-15,7190.99,7183.15,7215.94,7169.43,20790000000.0,0.21
2023-12-14,7176.02,7134.04,7191.16,7115.45,22860000000.0,1.42
2023-12-13,7075.34,7110.08,7124.48,7045.94,18280000000.0,-0.7
2023-12-12,7125.31,7104.97,7134.22,7082.88,25510000000.0,0.52
2023-12-11,7088.79,7139.28,7153.12,7045.17,49010000000.0,-0.99
2023-12-08,7159.6,7134.62,7201.63,7123.04,27000000000.0,0.35
2023-12-07,7134.62,7087.4,7134.62,7041.01,23520000000.0,0.67
2023-12-06,7087.4,7100.85,7140.16,7085.81,27280000000.0,-0.19
2023-12-05,7100.85,7093.06,7117.58,7047.63,31960000000.0,0.1
2023-12-04,7093.6,7060.04,7149.24,7060.04,30840000000.0,0.48
2023-12-01,7059.91,7080.06,7083.86,7022.77,26600000000.0,-0.29
2023-11-30,7080.74,7036.09,7109.61,7036.09,25970000000.0,0.63
2023-11-29,7036.09,7041.07,7070.19,7020.01,16760000000.000002,-0.07
2023-11-28,7041.07,7013.41,7067.14,7010.83,16760000000.000002,0.39
2023-11-27,7013.41,7009.63,7061.83,7008.81,16350000000.000002,0.05
2023-11-24,7009.63,7004.48,7049.54,7000.1,18110000000.0,0.08
2023-11-23,7004.34,6907.09,7018.43,6906.61,21910000000.0,1.41
2023-11-22,6906.95,6961.79,6965.41,6893.51,18190000000.0,-0.79
2023-11-21,6961.79,6994.89,7010.98,6946.96,16059999999.999998,-0.47
2023-11-20,6994.89,6977.67,7011.06,6962.75,15050000000.0,0.25
2023-11-17,6977.67,6958.15,6977.67,6919.63,12290000000.0,0.28
2023-11-16,6958.01,6958.34,6964.17,6906.59,12290000000.0,0.0
2023-11-15,6958.21,6862.33,6985.59,6862.33,18180000000.0,1.4
2023-11-14,6862.06,6838.04,6886.81,6829.95,15260000000.0,0.35
2023-11-13,6838.31,6809.26,6857.1,6809.26,18760000000.0,0.43
2023-11-10,6809.26,6838.23,6843.96,6801.92,13360000000.0,-0.42
2023-11-09,6838.23,6804.11,6865.08,6793.76,12050000000.0,0.5
2023-11-08,6804.11,6843.65,6843.92,6760.1,15140000000.0,-0.58
2023-11-07,6843.79,6878.84,6887.02,6806.88,19310000000.0,-0.51
2023-11-06,6878.84,6788.85,6878.84,6787.23,22880000000.0,1.33
2023-11-03,6788.85,6751.39,6826.62,6748.7,23170000000.0,0.55
2023-11-02,6751.39,6642.69,6785.0,6642.69,22120000000.0,1.64
2023-11-01,6642.42,6751.94,6773.98,6639.82,20660000000.0,-1.63
2023-10-31,6752.21,6735.89,6754.52,6666.41,19550000000.0,0.24
2023-10-30,6735.89,6758.66,6775.21,6692.78,15780000000.0,-0.34
2023-10-27,6758.79,6714.52,6781.39,6713.94,16309999999.999998,0.66
2023-10-26,6714.52,6833.98,6838.81,6704.52,16829999999.999998,-1.75
2023-10-25,6834.39,6806.9,6878.56,6806.9,15380000000.0,0.41
2023-10-24,6806.76,6741.83,6826.05,6738.53,14150000000.0,0.96
2023-10-23,6741.96,6849.17,6853.45,6730.88,16850000000.000002,-1.57
2023-10-20,6849.17,6846.43,6869.47,6803.19,19410000000.0,0.04
2023-10-19,6846.43,6927.63,6927.98,6840.37,20590000000.0,-1.18
2023-10-18,6927.91,6939.62,6968.25,6908.29,18750000000.0,-0.17
2023-10-17,6939.62,6896.29,6948.04,6892.23,17690000000.0,0.63
2023-10-16,6896.29,6926.92,6970.6,6878.26,34159999999.999996,-0.44
2023-10-13,6926.78,6934.88,6973.75,6902.06,21630000000.0,-0.12
2023-10-12,6935.15,6931.89,6986.88,6931.89,21880000000.0,0.05
2023-10-11,6931.75,6922.19,6965.83,6914.72,17810000000.0,0.14
2023-10-10,6922.19,6891.46,6954.01,6891.46,12370000000.0,0.45
2023-10-09,6891.46,6888.52,6929.97,6880.54,13970000000.0,0.04
2023-10-06,6888.52,6875.1,6913.01,6875.1,14230000000.0,0.2
2023-10-05,6874.83,6886.99,6934.8,6874.83,16800000000.0,-0.17
2023-10-04,6886.58,6940.89,6943.27,6839.86,19610000000.0,-0.78
2023-10-03,6940.89,6961.46,6992.63,6940.89,16770000000.0,-0.3
2023-10-02,6961.46,6939.89,6984.58,6939.61,15790000000.0,0.31
2023-09-29,6939.89,6937.83,6978.59,6937.83,16570000000.0,0.03
2023-09-27,6937.83,6923.8,6970.85,6913.35,15490000000.0,0.2
2023-09-26,6923.8,6998.1,7019.55,6913.82,22250000000.0,-1.07
2023-09-25,6998.38,7016.98,7029.77,6994.44,18300000000.0,-0.26
2023-09-22,7016.84,6991.47,7040.13,6985.96,15570000000.0,0.36
2023-09-21,6991.47,7011.68,7021.29,6974.01,13800000000.0,-0.29
2023-09-20,7011.68,6980.32,7046.48,6980.32,14660000000.0,0.45
2023-09-19,6980.32,6936.37,6994.04,6934.71,13540000000.0,0.64
2023-09-18,6936.08,6982.79,6999.4,6928.77,15380000000.0,-0.67
2023-09-15,6982.79,6959.19,7011.88,6945.07,34690000000.0,0.34
2023-09-14,6959.33,6935.33,6968.98,6927.68,17180000000.0,0.34
2023-09-13,6935.48,6934.11,6944.82,6903.23,16390000000.0,0.02
2023-09-12,6933.97,6963.39,6976.48,6928.23,17470000000.0,-0.42
2023-09-11,6963.39,6924.78,6963.39,6904.36,17410000000.0,0.56
2023-09-08,6924.78,6954.81,6966.77,6900.59,14040000000.0,-0.43
2023-09-07,6954.81,6996.1,7003.67,6927.42,19120000000.0,-0.59
2023-09-06,6995.95,6991.71,7020.97,6989.79,16540000000.0,0.06
2023-09-05,6991.71,6996.75,7014.48,6972.63,18320000000.0,-0.07
2023-09-04,6996.75,6977.8,7007.8,6974.82,15460000000.0,0.27
2023-09-01,6977.65,6953.26,6992.63,6950.26,14580000000.0,0.35
2023-08-31,6953.26,6966.66,6982.35,6924.23,23310000000.0,-0.19
2023-08-30,6966.66,6958.26,7008.49,6958.26,15930000000.0,0.13
2023-08-29,6957.83,6921.73,6964.73,6921.73,24430000000.0,0.52
2023-08-28,6921.73,6895.87,6940.12,6895.87,18550000000.0,0.38
2023-08-25,6895.44,6899.39,6906.08,6869.63,13000000000.0,-0.06
2023-08-24,6899.39,6921.41,6937.65,6898.39,14280000000.0,-0.32
2023-08-23,6921.41,6916.45,6959.43,6916.45,17070000000.0,0.07
2023-08-22,6916.45,6866.03,6927.45,6860.69,15860000000.0,0.73
2023-08-21,6866.03,6860.05,6890.28,6859.42,20770000000.0,0.09
2023-08-18,6859.91,6899.83,6899.83,6856.38,13070000000.0,-0.59
2023-08-16,6900.54,6915.1,6915.1,6855.89,15230000000.0,-0.21
2023-08-15,6915.1,6910.46,6928.63,6898.38,17280000000.0,0.07
2023-08-14,6910.17,6879.98,6910.17,6823.75,13880000000.0,0.44
2023-08-11,6879.98,6893.28,6906.65,6865.11,13070000000.0,-0.19
2023-08-10,6893.28,6875.11,6910.75,6875.11,16270000000.0,0.26
2023-08-09,6875.11,6868.81,6901.06,6863.08,21850000000.0,0.09
2023-08-08,6868.81,6886.51,6915.05,6861.63,17040000000.0,-0.25
2023-08-07,6886.37,6852.84,6904.36,6852.84,13450000000.0,0.49
2023-08-04,6852.84,6898.22,6925.01,6850.9,11880000000.0,-0.66
2023-08-03,6898.08,6854.51,6924.05,6839.74,16360000000.0,0.64
2023-08-02,6854.51,6886.5,6886.5,6833.98,18390000000.0,-0.46
2023-08-01,6886.5,6931.08,6934.39,6880.47,19610000000.0,-0.65
2023-07-31,6931.36,6900.23,6931.36,6895.07,17149999999.999998,0.45
2023-07-28,6900.23,6896.81,6904.1,6857.37,14670000000.0,0.05
2023-07-27,6896.66,6948.28,6966.17,6896.66,15860000000.0,-0.74
2023-07-26,6948.28,6917.71,6955.98,6917.41,14970000000.0,0.44
2023-07-25,6917.71,6897.98,6944.62,6897.98,15050000000.0,0.27
2023-07-24,6899.4,6880.8,6929.68,6877.95,15010000000.0,0.27
2023-07-21,6880.8,6864.19,6880.8,6837.65,13160000000.0,0.24
2023-07-20,6864.19,6830.06,6874.89,6828.0,14200000000.0,0.5
2023-07-18,6830.2,6867.14,6902.14,6798.43,15040000000.0,-0.54
2023-07-17,6867.14,6869.71,6931.27,6867.14,17680000000.0,-0.04
2023-07-14,6869.57,6810.21,6874.78,6810.21,16070000000.0,0.87
2023-07-13,6810.21,6808.35,6835.74,6783.74,17140000000.0,0.03
2023-07-12,6808.21,6796.92,6820.18,6785.86,16170000000.000002,0.17
2023-07-11,6796.92,6731.18,6796.92,6730.63,16040000000.0,0.98
2023-07-10,6731.04,6716.46,6763.55,6716.46,12360000000.0,0.22
2023-07-07,6716.46,6757.05,6757.05,6711.22,15830000000.0,-0.6
2023-07-06,6757.33,6718.26,6766.27,6712.07,17950000000.0,0.57
2023-07-05,6718.98,6681.75,6719.06,6676.93,14890000000.0,0.56
2023-07-04,6681.75,6696.86,6713.99,6672.77,14630000000.0,-0.22
2023-07-03,6696.72,6661.74,6696.72,6660.82,12560000000.0,0.52
2023-06-27,6661.88,6664.67,6679.63,6652.9,14230000000.0,-0.04
2023-06-26,6664.67,6639.73,6674.06,6622.18,12600000000.0,0.38
2023-06-23,6639.73,6652.26,6665.66,6635.48,11340000000.0,-0.19
2023-06-22,6652.26,6702.77,6717.98,6652.26,16850000000.000002,-0.75
2023-06-21,6702.63,6660.46,6702.63,6635.67,12030000000.0,0.63
2023-06-20,6660.46,6686.06,6692.44,6626.15,11830000000.0,-0.38
2023-06-19,6686.06,6698.55,6705.04,6669.05,16140000000.0,-0.19
2023-06-16,6698.55,6713.52,6726.46,6669.34,17210000000.0,-0.23
2023-06-15,6713.79,6699.72,6717.46,6660.91,15120000000.0,0.21
2023-06-14,6699.72,6718.87,6744.64,6672.86,17830000000.0,-0.29
2023-06-13,6719.01,6722.37,6744.04,6697.07,17660000000.0,-0.05
2023-06-12,6722.37,6694.58,6722.37,6670.52,15870000000.0,0.42
2023-06-09,6694.02,6666.05,6703.82,6648.96,18280000000.0,0.42
2023-06-08,6666.33,6619.75,6666.33,6598.42,16860000000.0,0.7
2023-06-07,6619.75,6619.06,6638.58,6578.76,16290000000.0,0.01
2023-06-06,6618.92,6633.44,6677.57,6602.0,23180000000.0,-0.22
2023-06-05,6633.44,6633.26,6663.71,6598.51,15270000000.0,0.0
2023-05-31,6633.26,6636.42,6657.65,6562.96,61510000000.0,-0.05
2023-05-30,6636.42,6681.1,6700.24,6636.42,17380000000.0,-0.67
2023-05-29,6681.1,6687.28,6708.37,6617.24,16480000000.0,-0.09
2023-05-26,6687.0,6704.23,6727.29,6669.24,18150000000.0,-0.26
2023-05-25,6704.23,6745.8,6749.71,6702.53,15700000000.0,-0.62
2023-05-24,6745.8,6736.68,6755.88,6713.89,13770000000.0,0.14
2023-05-23,6736.68,6729.65,6772.65,6727.07,16219999999.999998,0.1
2023-05-22,6729.65,6700.56,6757.62,6675.88,16750000000.0,0.43
2023-05-19,6700.56,6663.11,6715.03,6662.75,16160000000.0,0.56
2023-05-17,6663.11,6676.42,6706.6,6661.47,18040000000.0,-0.2
2023-05-16,6676.56,6711.74,6729.07,6659.07,15640000000.0,-0.52
2023-05-15,6711.74,6708.46,6729.3,6656.65,14260000000.0,0.06
2023-05-12,6707.76,6755.94,6755.94,6704.57,17380000000.0,-0.71
2023-05-11,6755.94,6811.9,6814.12,6717.42,16290000000.0,-0.82
2023-05-10,6811.9,6780.4,6820.12,6775.19,18150000000.0,0.47
2023-05-09,6779.98,6769.63,6793.77,6742.18,17210000000.0,0.15
2023-05-08,6769.63,6787.49,6798.32,6756.66,17960000000.0,-0.27
2023-05-05,6787.63,6844.03,6851.59,6733.78,14820000000.0,-0.82
2023-05-04,6844.03,6812.72,6846.12,6780.09,13750000000.0,0.46
2023-05-03,6812.72,6863.3,6865.61,6776.9,12130000000.0,-0.74
2023-05-02,6863.3,6915.72,6920.34,6814.34,13650000000.0,-0.76
2023-04-28,6915.72,6945.48,6958.67,6897.71,13060000000.0,-0.43
2023-04-27,6945.48,6910.85,6971.91,6877.65,16160000000.0,0.51
2023-04-26,6910.15,6821.81,6910.15,6821.6,12020000000.0,1.29
2023-04-18,6821.81,6787.58,6839.76,6784.17,10370000000.0,0.5
2023-04-17,6787.58,6818.71,6829.51,6765.14,9490000000.0,-0.45
2023-04-14,6818.57,6785.88,6838.07,6785.7,13700000000.0,0.49
2023-04-13,6785.6,6798.54,6816.88,6764.66,16149999999.999998,-0.2
2023-04-12,6798.96,6811.46,6833.74,6775.28,15140000000.0,-0.18
2023-04-11,6811.31,6771.23,6811.31,6738.77,16140000000.0,0.59
2023-04-10,6771.23,6792.77,6799.49,6735.19,12940000000.0,-0.32
2023-04-06,6792.77,6819.67,6832.73,6786.29,17290000000.0,-0.39
2023-04-05,6819.67,6833.18,6867.34,6816.43,12400000000.0,-0.2
2023-04-04,6833.18,6827.03,6859.69,6781.52,13160000000.0,0.09
2023-04-03,6827.17,6805.28,6849.36,6805.13,12750000000.0,0.32
2023-03-31,6805.28,6809.09,6831.55,6789.61,13900000000.0,-0.05
2023-03-30,6808.95,6839.44,6868.63,6803.09,14050000000.0,-0.45
2023-03-29,6839.44,6760.33,6851.51,6760.33,14330000000.0,1.17
2023-03-28,6760.33,6708.93,6764.65,6708.93,12610000000.0,0.77
2023-03-27,6708.93,6762.25,6772.6,6704.75,13520000000.0,-0.79
2023-03-24,6762.25,6694.02,6776.9,6692.17,14660000000.0,1.06
2023-03-21,6691.61,6612.49,6691.61,6609.22,14550000000.0,1.2
2023-03-20,6612.49,6678.24,6678.24,6587.69,12890000000.0,-0.98
2023-03-17,6678.24,6565.73,6683.09,6565.73,45580000000.0,1.71
2023-03-16,6565.73,6628.14,6630.77,6542.79,15440000000.0,-0.94
2023-03-15,6628.14,6641.81,6709.86,6628.14,13920000000.0,-0.21
2023-03-14,6641.81,6786.67,6786.67,6635.38,16660000000.0,-2.14
2023-03-13,6786.96,6765.02,6812.87,6727.44,14180000000.0,0.32
2023-03-10,6765.3,6799.79,6799.79,6741.41,13170000000.0,-0.51
2023-03-09,6799.79,6776.37,6824.66,6776.37,11320000000.0,0.35
2023-03-08,6776.37,6766.76,6776.37,6728.19,14410000000.0,0.14
2023-03-07,6766.76,6806.86,6812.96,6758.0,14040000000.0,-0.59
2023-03-06,6807.0,6813.92,6856.57,6801.19,13710000000.0,-0.1
2023-03-03,6813.64,6857.42,6884.12,6804.48,11870000000.0,-0.64
2023-03-02,6857.42,6845.08,6875.1,6841.86,13610000000.0,0.18
2023-03-01,6844.94,6843.1,6889.51,6833.19,14630000000.0,0.02
2023-02-28,6843.24,6854.78,6890.35,6843.24,16790000000.0,-0.17
2023-02-27,6854.78,6856.58,6871.11,6819.87,12760000000.0,-0.03
2023-02-24,6856.58,6839.45,6880.31,6839.45,13030000000.0,0.25
2023-02-23,6839.45,6810.11,6839.45,6807.0,12450000000.0,0.43
2023-02-22,6809.97,6873.26,6875.39,6781.23,14920000000.0,-0.92
2023-02-21,6873.4,6894.72,6923.67,6870.91,14420000000.0,-0.31
2023-02-20,6894.72,6895.86,6910.5,6863.67,17590000000.0,-0.01
2023-02-17,6895.71,6895.66,6919.09,6868.28,18010000000.0,0.0
2023-02-16,6895.66,6914.54,6933.28,6875.3,17360000000.0,-0.27
2023-02-15,6914.54,6941.85,6946.03,6872.87,14850000000.0,-0.39
2023-02-14,6941.85,6900.14,6941.85,6900.14,16280000000.000002,0.6
2023-02-13,6900.14,6880.33,6915.14,6871.88,21390000000.0,0.29
2023-02-10,6880.33,6895.24,6895.24,6803.42,14080000000.0,-0.25
2023-02-09,6897.37,6940.12,6961.15,6896.04,17670000000.0,-0.62
2023-02-08,6940.12,6935.3,6961.92,6912.11,17270000000.0,0.07
2023-02-07,6935.3,6873.79,6946.23,6873.79,17310000000.0,0.89
2023-02-06,6873.79,6911.73,6924.88,6835.76,14350000000.0,-0.55
2023-02-03,6911.73,6890.71,6951.97,6890.71,20290000000.0,0.31
2023-02-02,6890.57,6862.26,6896.73,6855.37,18920000000.0,0.41
2023-02-01,6862.26,6838.92,6893.18,6838.92,14590000000.0,0.34
2023-01-31,6839.34,6872.52,6880.96,6827.24,15180000000.0,-0.48
2023-01-30,6872.48,6899.02,6925.47,6834.08,13470000000.0,-0.38
2023-01-27,6898.98,6864.82,6932.71,6864.82,14920000000.0,0.5
2023-01-26,6864.82,6829.97,6874.87,6815.79,17110000000.0,0.51
2023-01-25,6829.93,6860.85,6871.36,6821.28,18790000000.0,-0.45
2023-01-24,6860.85,6874.93,6906.79,6841.01,19680000000.0,-0.2
2023-01-20,6874.93,6819.91,6874.93,6819.53,17380000000.0,0.81
2023-01-19,6819.91,6765.75,6820.98,6754.55,15420000000.0,0.8
2023-01-18,6765.79,6767.18,6790.16,6721.46,19500000000.0,-0.02
2023-01-17,6767.34,6688.06,6801.87,6688.06,21760000000.0,1.19
2023-01-16,6688.06,6641.83,6688.06,6627.7,15490000000.0,0.7
2023-01-13,6641.83,6629.93,6658.48,6600.59,16559999999.999998,0.18
2023-01-12,6629.93,6584.49,6662.23,6574.09,14890000000.0,0.69
2023-01-11,6584.45,6622.54,6622.79,6557.92,12490000000.0,-0.57
2023-01-10,6622.5,6688.27,6690.23,6570.24,14480000000.0,-0.98
2023-01-09,6688.27,6684.56,6726.97,6638.65,13590000000.0,0.06
2023-01-06,6684.56,6653.76,6708.64,6598.65,10990000000.0,0.46
2023-01-05,6653.84,6813.28,6813.42,6621.99,18060000000.0,-2.34
2023-01-04,6813.24,6888.8,6900.6,6813.24,14250000000.0,-1.1
2023-01-03,6888.76,6850.98,6908.0,6838.57,15690000000.0,0.55
2023-01-02,6850.98,6850.74,6856.89,6823.48,10960000000.0,0.01
2022-12-30,6850.62,6860.12,6888.74,6838.59,12930000000.0,-0.14
2022-12-29,6860.08,6850.52,6879.58,6786.98,14100000000.0,0.14
2022-12-28,6850.52,6923.07,6953.04,6828.14,12060000000.0,-1.05
2022-12-27,6923.03,6835.85,6933.89,6835.66,12170000000.0,1.28
2022-12-26,6835.81,6800.71,6858.15,6796.17,11750000000.0,0.52
2022-12-23,6800.67,6824.39,6824.39,6784.59,12040000000.0,-0.35
2022-12-22,6824.43,6820.7,6844.12,6800.62,12900000000.0,0.06
2022-12-21,6820.66,6768.32,6820.66,6763.7,13910000000.0,0.77
2022-12-20,6768.32,6779.7,6792.2,6715.04,15180000000.0,-0.17
2022-12-19,6779.7,6812.15,6827.81,6754.09,12790000000.0,-0.48
2022-12-16,6812.19,6751.86,6812.19,6693.77,15610000000.0,0.89
2022-12-15,6751.86,6801.79,6801.84,6740.96,14510000000.0,-0.73
2022-12-14,6801.75,6810.36,6854.1,6774.13,21540000000.0,-0.13
2022-12-13,6810.32,6734.49,6826.12,6714.87,39610000000.0,1.13
2022-12-12,6734.45,6715.12,6734.45,6641.81,13450000000.0,0.29
2022-12-09,6715.12,6804.23,6804.23,6695.38,12710000000.0,-1.31
2022-12-08,6804.23,6818.79,6821.05,6683.63,16230000000.0,-0.21
2022-12-07,6818.75,6892.57,6892.66,6799.3,15870000000.0,-1.07
2022-12-06,6892.57,6987.37,6987.37,6862.56,14970000000.0,-1.36
2022-12-05,6987.33,7019.64,7053.9,6987.33,16530000000.000002,-0.46
2022-12-02,7019.64,7020.8,7021.81,6967.95,13950000000.0,-0.02
2022-12-01,7020.8,7081.19,7090.28,7018.27,16800000000.0,-0.85
2022-11-30,7081.31,7012.11,7081.31,6993.7,27350000000.0,0.99
2022-11-29,7012.07,7017.32,7036.54,6990.9,16410000000.0,-0.08
2022-11-28,7017.36,7053.11,7083.38,7011.45,18720000000.0,-0.51
2022-11-25,7053.15,7080.55,7086.56,7013.22,15870000000.0,-0.39
2022-11-24,7080.52,7054.16,7104.89,7054.16,15990000000.0,0.37
2022-11-23,7054.12,7030.63,7089.69,7026.39,15750000000.0,0.33
2022-11-22,7030.59,7063.25,7108.83,7030.59,17760000000.0,-0.46
2022-11-21,7063.25,7082.18,7107.32,7050.44,16280000000.000002,-0.27
2022-11-18,7082.18,7045.03,7094.1,7027.75,16719999999.999998,0.53
2022-11-17,7044.99,7014.38,7051.27,6965.76,15660000000.0,0.44
2022-11-16,7014.38,7035.5,7047.0,6955.53,16510000000.000002,-0.3
2022-11-15,7035.5,7019.39,7048.39,6999.24,16780000000.000002,0.23
2022-11-14,7019.39,7089.21,7104.76,7014.3,17460000000.0,-0.98
2022-11-11,7089.21,6967.0,7106.06,6967.0,22610000000.0,1.76
2022-11-10,6966.84,7070.08,7070.08,6956.29,18850000000.0,-1.46
2022-11-09,7070.08,7050.09,7073.55,7037.31,18740000000.0,0.28
2022-11-08,7050.13,7102.44,7111.44,7039.25,19340000000.0,-0.74
2022-11-07,7102.4,7045.53,7102.4,7011.56,19410000000.0,0.81
2022-11-04,7045.53,7034.57,7045.53,6973.32,18060000000.0,0.16
2022-11-03,7034.57,7015.69,7050.38,6962.85,17660000000.0,0.27
2022-11-02,7015.69,7052.3,7074.23,6976.87,16520000000.0,-0.52
2022-11-01,7052.3,7098.93,7128.14,7018.55,19310000000.0,-0.66
2022-10-31,7098.89,7056.04,7113.11,7051.43,19240000000.0,0.61
2022-10-28,7056.04,7091.76,7100.81,7016.7,18670000000.0,-0.5
2022-10-27,7091.76,7043.98,7104.85,7043.98,18810000000.0,0.68
2022-10-26,7043.94,7048.42,7081.88,7017.94,18780000000.0,-0.06
2022-10-25,7048.38,7053.08,7108.82,7032.54,22350000000.0,-0.07
2022-10-24,7053.04,7017.81,7092.17,7017.46,20390000000.0,0.5
2022-10-21,7017.77,6980.69,7058.91,6974.96,18150000000.0,0.53
2022-10-20,6980.65,6860.42,6986.21,6847.07,22570000000.0,1.75
2022-10-19,6860.42,6834.49,6883.92,6806.11,16540000000.0,0.38
2022-10-18,6834.49,6831.15,6891.98,6809.98,20480000000.0,0.05
2022-10-17,6831.12,6814.53,6836.98,6747.38,21780000000.0,0.24
2022-10-14,6814.53,6880.67,6943.85,6814.53,18810000000.0,-0.96
2022-10-13,6880.63,6909.21,6933.71,6880.63,17520000000.0,-0.41
2022-10-12,6909.21,6939.15,6990.59,6870.28,22580000000.0,-0.43
2022-10-11,6939.15,6994.4,7001.97,6937.81,23740000000.0,-0.79
2022-10-10,6994.4,7026.66,7026.66,6947.72,22010000000.0,-0.46
2022-10-07,7026.78,7076.62,7081.02,7008.14,22690000000.0,-0.7
2022-10-06,7076.62,7075.38,7135.91,7066.47,17760000000.0,0.02
2022-10-05,7075.38,7072.29,7131.88,7070.21,21970000000.0,0.04
2022-10-04,7072.26,7009.84,7101.47,7009.84,21640000000.0,0.89
2022-10-03,7009.72,7040.8,7047.62,6995.06,18000000000.0,-0.44
2022-09-30,7040.8,7036.2,7056.17,6926.86,20850000000.0,0.07
2022-09-29,7036.2,7077.11,7135.5,7023.21,21410000000.0,-0.58
2022-09-28,7077.03,7112.41,7156.98,7073.47,19340000000.0,-0.5
2022-09-27,7112.45,7127.5,7133.41,7075.65,22720000000.0,-0.21
