tanggal,usd_per_ounce,kurs_dollar_per_ounce,idr_per_ounce,usd_per_gram,kurs_dollar_per_gram,idr_per_gram
2021-05-18,1867.14,14284.0,26670228,60.03,14284.0,857468
2021-05-19,1881.03,14300.0,26898729,60.48,14300.0,864814
2021-05-20,1883.0,14313.01,26951398,60.54,14313.01,866508
2021-05-21,1871.97,14396.0,26948880,60.19,14396.0,866427
2021-05-22,1881.96,14396.0,27092696,60.51,14396.0,871050
2021-05-23,1881.96,14396.0,27092696,60.51,14396.0,871050
2021-05-24,1883.82,14375.01,27079931,60.57,14375.01,870640
2021-05-25,1894.93,14362.0,27214985,60.92,14362.0,874982
2021-05-26,1902.81,14362.0,27328157,61.18,14362.0,878621
2021-05-27,1891.51,14335.01,27114815,60.81,14335.01,871762
2021-05-28,1899.21,14312.0,27181494,61.06,14312.0,873905
2021-05-29,1904.3,14312.0,27254342,61.22,14312.0,876247
2021-05-30,1904.3,14312.0,27254342,61.22,14312.0,876247
2021-05-31,1906.51,14310.0,27282158,61.3,14310.0,877142
2021-06-01,1903.48,14310.0,27238799,61.2,14310.0,875748
2021-06-02,1906.56,14292.0,27248556,61.3,14292.0,876061
2021-06-03,1870.54,14276.0,26703829,60.14,14276.0,858548
2021-06-04,1889.32,14297.01,27011627,60.74,14297.01,868444
2021-06-05,1891.24,14297.01,27039077,60.8,14297.01,869327
2021-06-06,1891.24,14297.01,27039077,60.8,14297.01,869327
2021-06-07,1895.57,14316.0,27136980,60.94,14316.0,872474
2021-06-08,1892.7,14271.01,27010741,60.85,14271.01,868415
2021-06-09,1890.78,14262.0,26966304,60.79,14262.0,866987
2021-06-10,1893.5,14262.0,27005097,60.88,14262.0,868234
2021-06-11,1879.23,14240.0,26760235,60.42,14240.0,860362
2021-06-12,1876.87,14240.0,26726629,60.34,14240.0,859281
2021-06-13,1876.87,14240.0,26726629,60.34,14240.0,859281
2021-06-14,1864.26,14206.0,26483678,59.94,14206.0,851470
2021-06-15,1852.23,14222.0,26342415,59.55,14222.0,846928
2021-06-16,1859.27,14244.0,26483442,59.78,14244.0,851462
2021-06-17,1772.06,14257.01,25264277,56.97,14257.01,812265
2021-06-18,1773.0,14378.0,25492194,57.0,14378.0,819593
2021-06-19,1764.31,14378.0,25367249,56.72,14378.0,815576
2021-06-20,1764.31,14378.0,25367249,56.72,14378.0,815576
2021-06-21,1783.33,14403.01,25685320,57.34,14403.01,825802
2021-06-22,1778.01,14453.01,25697596,57.16,14453.01,826197
2021-06-23,1783.34,14421.01,25717564,57.34,14421.01,826839
2021-06-24,1777.13,14454.0,25686637,57.14,14454.0,825845
2021-06-25,1778.04,14462.0,25714014,57.17,14462.0,826725
2021-06-26,1781.29,14462.0,25761016,57.27,14462.0,828236
2021-06-27,1781.29,14462.0,25761016,57.27,14462.0,828236
2021-06-28,1779.89,14447.01,25714089,57.22,14447.01,826727
2021-06-29,1763.37,14472.0,25519491,56.69,14472.0,820471
2021-06-30,1773.66,14496.0,25710975,57.02,14496.0,826627
2021-07-01,1771.82,14542.0,25765806,56.97,14542.0,828390
2021-07-02,1781.7,14539.01,25904154,57.28,14539.01,832838
2021-07-03,1787.53,14539.01,25988917,57.47,14539.01,835563
2021-07-04,1787.53,14539.01,25988917,57.47,14539.01,835563
2021-07-05,1791.95,14564.0,26097960,57.61,14564.0,839069
2021-07-06,1792.95,14482.0,25965502,57.64,14482.0,834810
2021-07-07,1802.32,14468.0,26075966,57.95,14468.0,838362
2021-07-08,1797.91,14500.0,26069695,57.8,14500.0,838160
2021-07-09,1810.49,14548.0,26339009,58.21,14548.0,846819
2021-07-10,1808.54,14548.0,26310640,58.15,14548.0,845907
2021-07-11,1808.54,14548.0,26310640,58.15,14548.0,845907
2021-07-12,1805.24,14548.0,26262632,58.04,14548.0,844363
2021-07-13,1811.58,14486.0,26242548,58.24,14486.0,843718
2021-07-14,1822.12,14486.0,26395230,58.58,14486.0,848626
2021-07-15,1826.7,14493.01,26474381,58.73,14493.01,851171
2021-07-16,1816.08,14503.01,26338626,58.39,14503.01,846807
2021-07-17,1812.36,14503.01,26284675,58.27,14503.01,845072
2021-07-18,1812.36,14503.01,26284675,58.27,14503.01,845072
2021-07-19,1808.45,14517.01,26253287,58.14,14517.01,844063
2021-07-20,1810.59,14517.01,26284353,58.21,14517.01,845062
2021-07-21,1803.12,14524.0,26188515,57.97,14524.0,841980
2021-07-22,1805.0,14554.0,26269970,58.03,14554.0,844599
2021-07-23,1802.43,14508.0,26149654,57.95,14508.0,840731
2021-07-24,1802.3,14508.0,26147768,57.95,14508.0,840670
2021-07-25,1802.3,14508.0,26147768,57.95,14508.0,840670
2021-07-26,1799.14,14501.01,26089347,57.84,14501.01,838792
2021-07-27,1800.62,14494.0,26098186,57.89,14494.0,839076
2021-07-28,1801.73,14489.01,26105284,57.93,14489.01,839304
2021-07-29,1830.86,14498.0,26543808,58.86,14498.0,853403
2021-07-30,1816.04,14491.01,26316254,58.39,14491.01,846087
2021-07-31,1813.62,14491.01,26281186,58.31,14491.01,844960
2021-08-01,1813.62,14491.01,26281186,58.31,14491.01,844960
2021-08-02,1817.9,14462.0,26290470,58.45,14462.0,845258
2021-08-03,1810.62,14456.0,26174323,58.21,14456.0,841524
2021-08-04,1811.69,14362.0,26019492,58.25,14362.0,836546
2021-08-05,1807.75,14324.0,25894211,58.12,14324.0,832518
2021-08-06,1759.29,14342.0,25231737,56.56,14342.0,811219
2021-08-07,1763.69,14342.0,25294842,56.7,14342.0,813248
2021-08-08,1763.69,14342.0,25294842,56.7,14342.0,813248
2021-08-09,1725.99,14369.01,24800768,55.49,14369.01,797363
2021-08-10,1729.9,14378.0,24872502,55.62,14378.0,799670
2021-08-11,1750.15,14378.0,25163657,56.27,14378.0,809030
2021-08-12,1751.97,14397.01,25223130,56.33,14397.01,810942
2021-08-13,1776.74,14389.01,25565530,57.12,14389.01,821951
2021-08-14,1779.34,14389.01,25602941,57.21,14389.01,823154
2021-08-15,1779.34,14389.01,25602941,57.21,14389.01,823154
2021-08-16,1786.46,14388.0,25703586,57.44,14388.0,826389
2021-08-17,1782.61,14388.0,25648193,57.31,14388.0,824609
2021-08-18,1782.45,14383.01,25636996,57.31,14383.01,824249
2021-08-19,1782.65,14384.0,25641638,57.31,14384.0,824398
2021-08-20,1783.77,14414.0,25711261,57.35,14414.0,826636
2021-08-21,1781.77,14414.0,25682433,57.29,14414.0,825709
2021-08-22,1781.77,14414.0,25682433,57.29,14414.0,825709
2021-08-23,1803.04,14464.0,26079171,57.97,14464.0,838465
2021-08-24,1806.23,14415.01,26036824,58.07,14415.01,837103
2021-08-25,1789.85,14391.01,25757749,57.55,14391.01,828131
2021-08-26,1792.44,14408.0,25825476,57.63,14408.0,830308
2021-08-27,1816.96,14423.01,26206032,58.42,14423.01,842544
2021-08-28,1817.93,14423.01,26220023,58.45,14423.01,842993
2021-08-29,1817.93,14423.01,26220023,58.45,14423.01,842993
2021-08-30,1810.31,14431.01,26124602,58.2,14431.01,839925
2021-08-31,1813.65,14374.0,26069405,58.31,14374.0,838151
2021-09-01,1813.45,14306.0,25943216,58.3,14306.0,834094
2021-09-02,1809.14,14284.0,25841756,58.17,14284.0,830832
2021-09-03,1829.99,14281.01,26134105,58.84,14281.01,840231
2021-09-04,1827.46,14281.01,26097975,58.75,14281.01,839069
2021-09-05,1827.46,14281.01,26097975,58.75,14281.01,839069
2021-09-06,1823.46,14261.01,26004381,58.63,14261.01,836060
2021-09-07,1796.42,14239.01,25579242,57.76,14239.01,822392
2021-09-08,1791.6,14195.01,25431780,57.6,14195.01,817651
2021-09-09,1793.64,14266.0,25588068,57.67,14266.0,822675
2021-09-10,1791.75,14272.0,25571856,57.61,14272.0,822154
2021-09-11,1787.78,14272.0,25515196,57.48,14272.0,820333
2021-09-12,1787.78,14272.0,25515196,57.48,14272.0,820333
2021-09-13,1793.77,14225.01,25516396,57.67,14225.01,820371
2021-09-14,1803.58,14260.0,25719051,57.99,14260.0,826887
2021-09-15,1793.11,14257.01,25564387,57.65,14257.01,821914
2021-09-16,1754.32,14252.0,25002569,56.4,14252.0,803851
2021-09-17,1751.51,14238.0,24937999,56.31,14238.0,801775
2021-09-18,1754.86,14238.0,24985697,56.42,14238.0,803309
2021-09-19,1754.86,14238.0,24985697,56.42,14238.0,803309
2021-09-20,1761.91,14233.01,25077283,56.65,14233.01,806253
2021-09-21,1777.27,14251.01,25327893,57.14,14251.01,814311
2021-09-22,1777.79,14244.0,25322841,57.16,14244.0,814148
2021-09-23,1750.03,14249.01,24936195,56.26,14249.01,801717
2021-09-24,1751.11,14256.0,24963824,56.3,14256.0,802606
2021-09-25,1750.87,14256.0,24960403,56.29,14256.0,802496
2021-09-26,1750.87,14256.0,24960403,56.29,14256.0,802496
2021-09-27,1752.17,14250.0,24968423,56.33,14250.0,802753
2021-09-28,1737.6,14258.0,24774701,55.87,14258.0,796525
2021-09-29,1725.65,14269.01,24623317,55.48,14269.01,791658
2021-09-30,1757.58,14307.01,25145715,56.51,14307.01,808453
2021-10-01,1759.84,14321.01,25202686,56.58,14321.01,810285
2021-10-02,1761.02,14321.01,25219585,56.62,14321.01,810828
2021-10-03,1761.02,14321.01,25219585,56.62,14321.01,810828
2021-10-04,1768.29,14315.01,25313089,56.85,14315.01,813835
2021-10-05,1759.54,14276.0,25119193,56.57,14276.0,807601
2021-10-06,1762.21,14260.0,25129115,56.66,14260.0,807920
2021-10-07,1757.48,14245.01,25035320,56.5,14245.01,804904
2021-10-08,1758.58,14238.0,25038662,56.54,14238.0,805012
2021-10-09,1756.95,14238.0,25015454,56.49,14238.0,804266
2021-10-10,1756.95,14238.0,25015454,56.49,14238.0,804266
2021-10-11,1756.0,14225.01,24979118,56.46,14225.01,803097
2021-10-12,1760.64,14210.0,25018694,56.61,14210.0,804370
2021-10-13,1792.6,14217.01,25485412,57.63,14217.01,819375
2021-10-14,1796.82,14221.01,25552595,57.77,14221.01,821535
2021-10-15,1768.26,14155.01,25029738,56.85,14155.01,804725
2021-10-16,1767.63,14155.01,25020820,56.83,14155.01,804438
2021-10-17,1767.63,14155.01,25020820,56.83,14155.01,804438
2021-10-18,1766.42,14084.0,24878259,56.79,14084.0,799855
2021-10-19,1768.97,14096.0,24935401,56.87,14096.0,801692
2021-10-20,1785.88,14096.0,25173764,57.42,14096.0,809355
2021-10-21,1780.91,14080.0,25075213,57.26,14080.0,806187
2021-10-22,1797.65,14133.01,25406205,57.8,14133.01,816828
2021-10-23,1792.47,14133.01,25332996,57.63,14133.01,814475
2021-10-24,1792.47,14133.01,25332996,57.63,14133.01,814475
2021-10-25,1807.28,14162.0,25594699,58.11,14162.0,822889
2021-10-26,1791.71,14183.01,25411841,57.6,14183.01,817010
2021-10-27,1795.06,14165.01,25427043,57.71,14165.01,817498
2021-10-28,1801.88,14184.0,25557866,57.93,14184.0,821704
2021-10-29,1778.45,14199.01,25252229,57.18,14199.01,811878
2021-10-30,1783.59,14199.01,25325212,57.34,14199.01,814224
2021-10-31,1783.59,14199.01,25325212,57.34,14199.01,814224
2021-11-01,1791.52,14171.01,25387648,57.6,14171.01,816232
2021-11-02,1788.53,14235.01,25459742,57.5,14235.01,818550
2021-11-03,1762.35,14261.01,25132891,56.66,14261.01,808041
2021-11-04,1791.38,14301.01,25618543,57.59,14301.01,823655
2021-11-05,1813.14,14327.01,25976875,58.29,14327.01,835176
2021-11-06,1817.81,14327.01,26043782,58.44,14327.01,837327
2021-11-07,1817.81,14327.01,26043782,58.44,14327.01,837327
2021-11-08,1824.06,14374.0,26219038,58.64,14374.0,842962
2021-11-09,1829.46,14268.0,26102735,58.82,14268.0,839222
2021-11-10,1855.66,14233.01,26411627,59.66,14233.01,849154
2021-11-11,1862.86,14253.01,26551362,59.89,14253.01,853646
2021-11-12,1863.39,14288.0,26624116,59.91,14288.0,855985
2021-11-13,1864.53,14288.0,26640405,59.95,14288.0,856509
2021-11-14,1864.53,14288.0,26640405,59.95,14288.0,856509
2021-11-15,1863.09,14243.01,26536010,59.9,14243.01,853153
2021-11-16,1856.45,14206.0,26372729,59.69,14206.0,847903
2021-11-17,1864.06,14211.01,26490175,59.93,14211.01,851679
2021-11-18,1861.41,14259.01,26541864,59.85,14259.01,853341
2021-11-19,1857.47,14231.01,26433674,59.72,14231.01,849862
2021-11-20,1846.02,14231.01,26270729,59.35,14231.01,844624
2021-11-21,1846.02,14231.01,26270729,59.35,14231.01,844624
2021-11-22,1817.62,14237.01,25877474,58.44,14237.01,831980
2021-11-23,1782.58,14255.01,25410696,57.31,14255.01,816973
2021-11-24,1788.46,14272.0,25524901,57.5,14272.0,820645
2021-11-25,1789.65,14272.0,25541885,57.54,14272.0,821191
2021-11-26,1784.67,14280.0,25485088,57.38,14280.0,819365
2021-11-27,1792.6,14280.0,25598328,57.63,14280.0,823005
2021-11-28,1792.6,14280.0,25598328,57.63,14280.0,823005
2021-11-29,1784.18,14280.0,25478090,57.36,14280.0,819140
2021-11-30,1775.55,14340.0,25461387,57.09,14340.0,818603
2021-12-01,1785.61,14320.0,25569935,57.41,14320.0,822093
2021-12-02,1767.35,14353.01,25366792,56.82,14353.01,815561
2021-12-03,1778.55,14378.0,25571992,57.18,14378.0,822159
2021-12-04,1783.45,14378.0,25642444,57.34,14378.0,824424
2021-12-05,1783.45,14378.0,25642444,57.34,14378.0,824424
2021-12-06,1784.34,14408.0,25708771,57.37,14408.0,826556
2021-12-07,1786.23,14441.01,25794965,57.43,14441.01,829327
2021-12-08,1782.23,14408.0,25678370,57.3,14408.0,825579
2021-12-09,1775.8,14348.0,25479178,57.09,14348.0,819175
2021-12-10,1785.53,14351.01,25624159,57.41,14351.01,823836
2021-12-11,1783.15,14351.01,25590003,57.33,14351.01,822738
2021-12-12,1783.15,14351.01,25590003,57.33,14351.01,822738
2021-12-13,1789.21,14378.0,25725261,57.52,14378.0,827086
2021-12-14,1772.96,14346.0,25434884,57.0,14346.0,817751
2021-12-15,1768.25,14348.0,25370851,56.85,14348.0,815692
2021-12-16,1798.27,14337.01,25781815,57.82,14337.01,828905
2021-12-17,1806.52,14343.01,25910934,58.08,14343.01,833056
2021-12-18,1798.19,14343.01,25791457,57.81,14343.01,829215
2021-12-19,1798.19,14343.01,25791457,57.81,14343.01,829215
2021-12-20,1795.47,14343.01,25752444,57.73,14343.01,827960
2021-12-21,1787.35,14384.0,25709242,57.46,14384.0,826571
2021-12-22,1797.75,14349.01,25795933,57.8,14349.01,829358
2021-12-23,1807.18,14264.0,25777616,58.1,14264.0,828770
2021-12-24,1808.39,14251.01,25771384,58.14,14251.01,828569
2021-12-25,1808.39,14251.01,25771384,58.14,14251.01,828569
2021-12-26,1808.39,14251.01,25771384,58.14,14251.01,828569
2021-12-27,1811.08,14219.01,25751765,58.23,14219.01,827938
2021-12-28,1810.41,14225.01,25753100,58.21,14225.01,827981
2021-12-29,1802.7,14237.01,25665058,57.96,14237.01,825151
2021-12-30,1813.7,14265.01,25872449,58.31,14265.01,831819
2021-12-31,1825.32,14269.01,26045509,58.69,14269.01,837383
2022-01-01,1829.05,14269.01,26098733,58.81,14269.01,839094
2022-01-02,1829.05,14269.01,26098733,58.81,14269.01,839094
2022-01-03,1799.83,14278.0,25697973,57.87,14278.0,826209
2022-01-04,1812.84,14270.0,25869227,58.28,14270.0,831715
2022-01-05,1824.78,14310.0,26112602,58.67,14310.0,839540
2022-01-06,1790.29,14365.01,25717534,57.56,14365.01,826838
2022-01-07,1793.46,14396.0,25818650,57.66,14396.0,830089
2022-01-08,1796.41,14396.0,25861118,57.76,14396.0,831454
2022-01-09,1796.41,14396.0,25861118,57.76,14396.0,831454
2022-01-10,1794.31,14360.0,25766292,57.69,14360.0,828406
2022-01-11,1816.0,14323.01,26010586,58.39,14323.01,836260
2022-01-12,1824.5,14299.01,26088544,58.66,14299.01,838766
2022-01-13,1818.51,14302.0,26008330,58.47,14302.0,836187
2022-01-14,1818.24,14311.01,26020851,58.46,14311.01,836590
2022-01-15,1817.43,14311.01,26009259,58.43,14311.01,836217
2022-01-16,1817.43,14311.01,26009259,58.43,14311.01,836217
2022-01-17,1819.13,14310.0,26031750,58.49,14310.0,836940
2022-01-18,1814.08,14323.01,25983086,58.32,14323.01,835376
2022-01-19,1840.33,14325.01,26362746,59.17,14325.01,847582
2022-01-20,1841.6,14370.0,26463792,59.21,14370.0,850831
2022-01-21,1833.65,14354.0,26320212,58.95,14354.0,846214
2022-01-22,1834.58,14354.0,26333561,58.98,14354.0,846644
2022-01-23,1834.58,14354.0,26333561,58.98,14354.0,846644
2022-01-24,1834.68,14347.01,26322172,58.99,14347.01,846277
2022-01-25,1848.43,14327.01,26482475,59.43,14327.01,851431
2022-01-26,1832.29,14358.0,26308020,58.91,14358.0,845822
2022-01-27,1792.17,14346.0,25710471,57.62,14346.0,826611
2022-01-28,1783.78,14385.01,25659693,57.35,14385.01,824978
2022-01-29,1792.11,14385.01,25779520,57.62,14385.01,828831
2022-01-30,1792.11,14385.01,25779520,57.62,14385.01,828831
2022-01-31,1797.57,14381.01,25850872,57.79,14381.01,831125
2022-02-01,1804.31,14381.01,25947800,58.01,14381.01,834241
2022-02-02,1809.71,14392.0,26045346,58.18,14392.0,837377
2022-02-03,1807.29,14347.01,25929208,58.11,14347.01,833643
2022-02-04,1807.28,14381.01,25990512,58.11,14381.01,835614
2022-02-05,1807.95,14381.01,26000147,58.13,14381.01,835924
2022-02-06,1807.95,14381.01,26000147,58.13,14381.01,835924
2022-02-07,1816.93,14376.0,26120186,58.42,14376.0,839783
2022-02-08,1826.03,14404.0,26302136,58.71,14404.0,845633
2022-02-09,1832.74,14385.01,26363983,58.92,14385.01,847622
2022-02-10,1841.05,14366.0,26448524,59.19,14366.0,850340
2022-02-11,1836.17,14344.0,26338022,59.03,14344.0,846787
2022-02-12,1858.69,14344.0,26661049,59.76,14344.0,857173
2022-02-13,1858.69,14344.0,26661049,59.76,14344.0,857173
2022-02-14,1862.28,14359.01,26740497,59.87,14359.01,859727
2022-02-15,1851.8,14338.0,26551108,59.54,14338.0,853638
2022-02-16,1865.23,14292.0,26657867,59.97,14292.0,857070
2022-02-17,1896.51,14278.0,27078370,60.97,14278.0,870590
2022-02-18,1895.87,14301.01,27112856,60.95,14301.01,871699
2022-02-19,1897.36,14301.01,27134164,61.0,14301.01,872384
2022-02-20,1897.36,14301.01,27134164,61.0,14301.01,872384
2022-02-21,1896.5,14339.01,27193932,60.97,14339.01,874305
2022-02-22,1902.91,14329.01,27266816,61.18,14329.01,876649
2022-02-23,1908.44,14362.0,27409015,61.36,14362.0,881220
2022-02-24,1922.46,14355.01,27596933,61.81,14355.01,887262
2022-02-25,1885.32,14371.01,27093953,60.61,14371.01,871091
2022-02-26,1889.18,14371.01,27149425,60.74,14371.01,872874
2022-02-27,1889.18,14371.01,27149425,60.74,14371.01,872874
2022-02-28,1892.98,14371.01,27204035,60.86,14371.01,874630
2022-03-01,1933.43,14369.01,27781475,62.16,14369.01,893195
2022-03-02,1920.79,14350.0,27563337,61.75,14350.0,886182
2022-03-03,1930.43,14350.0,27701671,62.06,14350.0,890629
2022-03-04,1964.2,14373.01,28231466,63.15,14373.01,907663
2022-03-05,1970.68,14373.01,28324603,63.36,14373.01,910657
2022-03-06,1970.68,14373.01,28324603,63.36,14373.01,910657
2022-03-07,1979.23,14383.01,28467285,63.63,14383.01,915244
2022-03-08,2056.57,14411.01,29637251,66.12,14411.01,952860
2022-03-09,2002.49,14394.0,28823841,64.38,14394.0,926708
2022-03-10,1995.52,14371.01,28677638,64.16,14371.01,922007
2022-03-11,1986.16,14298.0,28398116,63.86,14298.0,913021
2022-03-12,1987.99,14298.0,28424281,63.92,14298.0,913862
2022-03-13,1987.99,14298.0,28424281,63.92,14298.0,913862
2022-03-14,1959.4,14306.0,28031176,63.0,14306.0,901223
2022-03-15,1928.32,14328.0,27628969,62.0,14328.0,888292
2022-03-16,1909.29,14321.01,27342961,61.39,14321.01,879097
2022-03-17,1944.02,14311.01,27820890,62.5,14311.01,894462
2022-03-18,1928.04,14290.0,27551692,61.99,14290.0,885807
2022-03-19,1921.49,14290.0,27458092,61.78,14290.0,882798
2022-03-20,1921.49,14290.0,27458092,61.78,14290.0,882798
2022-03-21,1931.59,14340.0,27699001,62.1,14340.0,890544
2022-03-22,1920.65,14341.01,27544061,61.75,14341.01,885562
2022-03-23,1934.43,14358.0,27774546,62.19,14358.0,892972
2022-03-24,1962.26,14351.01,28160413,63.09,14351.01,905378
2022-03-25,1956.07,14361.01,28091141,62.89,14361.01,903151
2022-03-26,1958.39,14361.01,28124458,62.96,14361.01,904222
2022-03-27,1958.39,14361.01,28124458,62.96,14361.01,904222
2022-03-28,1938.27,14341.01,27796749,62.32,14341.01,893686
2022-03-29,1915.69,14360.0,27509308,61.59,14360.0,884445
2022-03-30,1932.43,14364.0,27757425,62.13,14364.0,892422
2022-03-31,1943.49,14349.01,27887157,62.48,14349.01,896593
2022-04-01,1925.18,14357.01,27639829,61.9,14357.01,888641
2022-04-02,1924.8,14357.01,27634373,61.88,14357.01,888466
2022-04-03,1924.8,14357.01,27634373,61.88,14357.01,888466
2022-04-04,1931.33,14364.0,27741624,62.09,14364.0,891914
2022-04-05,1923.88,14362.0,27630765,61.85,14362.0,888350
2022-04-06,1924.79,14348.0,27616887,61.88,14348.0,887904
2022-04-07,1934.92,14364.0,27793191,62.21,14364.0,893572
2022-04-08,1941.36,14359.01,27876008,62.42,14359.01,896234
2022-04-09,1947.57,14359.01,27965177,62.62,14359.01,899101
2022-04-10,1947.57,14359.01,27965177,62.62,14359.01,899101
2022-04-11,1942.64,14365.01,27906043,62.46,14365.01,897200
2022-04-12,1973.79,14370.0,28363362,63.46,14370.0,911903
2022-04-13,1979.06,14364.0,28427218,63.63,14364.0,913956
2022-04-14,1971.38,14359.01,28307065,63.38,14359.01,910093
2022-04-15,1973.71,14359.01,28340522,63.46,14359.01,911169
2022-04-16,1974.8,14359.01,28356173,63.49,14359.01,911672
2022-04-17,1974.8,14359.01,28356173,63.49,14359.01,911672
2022-04-18,1986.44,14349.01,28503447,63.87,14349.01,916407
2022-04-19,1957.94,14356.0,28108187,62.95,14356.0,903699
2022-04-20,1952.98,14347.01,28019424,62.79,14347.01,900845
2022-04-21,1939.51,14351.01,27833927,62.36,14351.01,894882
2022-04-22,1935.13,14348.0,27765245,62.22,14348.0,892673
2022-04-23,1931.96,14348.0,27719762,62.11,14348.0,891211
2022-04-24,1931.96,14348.0,27719762,62.11,14348.0,891211
2022-04-25,1896.13,14361.01,27230342,60.96,14361.01,875476
2022-04-26,1901.97,14452.0,27487270,61.15,14452.0,883736
2022-04-27,1888.15,14412.0,27212018,60.71,14412.0,874887
2022-04-28,1888.61,14418.0,27229979,60.72,14418.0,875464
2022-04-29,1908.16,14418.0,27511851,61.35,14418.0,884527
2022-04-30,1896.95,14418.0,27350225,60.99,14418.0,879330
2022-05-01,1896.95,14418.0,27350225,60.99,14418.0,879330
2022-05-02,1867.23,14418.0,26921722,60.03,14418.0,865553
2022-05-03,1869.24,14418.0,26950702,60.1,14418.0,866485
2022-05-04,1868.26,14418.0,26936573,60.07,14418.0,866031
2022-05-05,1875.86,14418.0,27046149,60.31,14418.0,869554
2022-05-06,1888.48,14418.0,27228105,60.72,14418.0,875404
2022-05-07,1883.86,14418.0,27161493,60.57,14418.0,873262
2022-05-08,1883.86,14418.0,27161493,60.57,14418.0,873262
2022-05-09,1861.38,14480.0,26952782,59.84,14480.0,866552
2022-05-10,1845.05,14534.0,26815957,59.32,14534.0,862153
2022-05-11,1852.46,14546.0,26945883,59.56,14546.0,866330
2022-05-12,1829.13,14546.0,26606525,58.81,14546.0,855420
2022-05-13,1810.78,14585.01,26410244,58.22,14585.01,849109
2022-05-14,1811.09,14585.01,26414766,58.23,14585.01,849254
2022-05-15,1811.09,14585.01,26414766,58.23,14585.01,849254
2022-05-16,1816.04,14585.01,26486962,58.39,14585.01,851576
2022-05-17,1821.43,14619.01,26627503,58.56,14619.01,856094
2022-05-18,1821.47,14651.01,26686375,58.56,14651.01,857987
2022-05-19,1842.59,14682.0,27052906,59.24,14682.0,869771
2022-05-20,1840.57,14731.01,27113455,59.18,14731.01,871718
2022-05-21,1846.53,14731.01,27201252,59.37,14731.01,874541
2022-05-22,1846.53,14731.01,27201252,59.37,14731.01,874541
2022-05-23,1850.1,14661.01,27124335,59.48,14661.01,872068
2022-05-24,1867.36,14665.01,27384853,60.04,14665.01,880443
2022-05-25,1845.19,14653.01,27037588,59.32,14653.01,869279
2022-05-26,1846.77,14653.01,27060739,59.38,14653.01,870023
2022-05-27,1852.6,14645.01,27131346,59.56,14645.01,872293
2022-05-28,1853.48,14645.01,27144233,59.59,14645.01,872707
2022-05-29,1853.48,14645.01,27144233,59.59,14645.01,872707
2022-05-30,1856.18,14578.0,27059392,59.68,14578.0,869980
2022-05-31,1845.34,14544.0,26838625,59.33,14544.0,862882
2022-06-01,1848.52,14544.0,26884875,59.43,14544.0,864369
2022-06-02,1868.25,14592.0,27261504,60.07,14592.0,876478
2022-06-03,1850.57,14526.0,26881380,59.5,14526.0,864256
2022-06-04,1851.1,14526.0,26889079,59.51,14526.0,864504
2022-06-05,1851.1,14526.0,26889079,59.51,14526.0,864504
2022-06-06,1842.2,14431.01,26584807,59.23,14431.01,854721
2022-06-07,1850.5,14462.0,26761931,59.49,14462.0,860416
2022-06-08,1855.04,14464.0,26831299,59.64,14464.0,862646
2022-06-09,1848.52,14477.01,26761043,59.43,14477.01,860387
2022-06-10,1870.46,14555.01,27224564,60.14,14555.01,875290
2022-06-11,1871.61,14555.01,27241302,60.17,14555.01,875828
2022-06-12,1871.61,14555.01,27241302,60.17,14555.01,875828
2022-06-13,1829.1,14569.01,26648176,58.81,14569.01,856759
2022-06-14,1813.17,14672.0,26602830,58.29,14672.0,855301
2022-06-15,1820.27,14729.01,26810775,58.52,14729.01,861986
2022-06-16,1852.26,14746.0,27313426,59.55,14746.0,878147
2022-06-17,1838.69,14741.01,27104148,59.12,14741.01,871419
2022-06-18,1840.25,14741.01,27127144,59.17,14741.01,872158
2022-06-19,1840.25,14741.01,27127144,59.17,14741.01,872158
2022-06-20,1836.31,14828.0,27228805,59.04,14828.0,875426
2022-06-21,1836.16,14836.0,27241270,59.03,14836.0,875827
2022-06-22,1838.65,14804.0,27219375,59.11,14804.0,875123
2022-06-23,1831.19,14860.0,27211483,58.87,14860.0,874870
2022-06-24,1826.69,14835.01,27098964,58.73,14835.01,871252
2022-06-25,1827.54,14835.01,27111574,58.76,14835.01,871657
2022-06-26,1827.54,14835.01,27111574,58.76,14835.01,871657
2022-06-27,1826.19,14846.0,27111617,58.71,14846.0,871659
2022-06-28,1821.78,14802.0,26965988,58.57,14802.0,866977
2022-06-29,1817.28,14837.01,26963002,58.43,14837.01,866881
2022-06-30,1810.62,14848.0,26884086,58.21,14848.0,864343
2022-07-01,1800.94,14882.0,26801589,57.9,14882.0,861691
2022-07-02,1809.92,14882.0,26935229,58.19,14882.0,865988
2022-07-03,1809.92,14882.0,26935229,58.19,14882.0,865988
2022-07-04,1806.68,14956.0,27020706,58.09,14956.0,868736
2022-07-05,1767.13,14960.0,26436265,56.81,14960.0,849946
2022-07-06,1736.34,14990.0,26027737,55.82,14990.0,836811
2022-07-07,1742.53,15015.01,26164105,56.02,15015.01,841196
2022-07-08,1742.49,14986.0,26112955,56.02,14986.0,839551
2022-07-09,1742.35,14986.0,26110857,56.02,14986.0,839484
2022-07-10,1742.35,14986.0,26110857,56.02,14986.0,839484
2022-07-11,1740.34,14981.01,26072051,55.95,14981.01,838236
2022-07-12,1733.33,14969.0,25946217,55.73,14969.0,834190
2022-07-13,1737.24,14993.0,26046439,55.85,14993.0,837412
