tanggal,usd_per_ounce,kurs_dollar_per_ounce,idr_per_ounce,usd_per_gram,kurs_dollar_per_gram,idr_per_gram
2022-07-14,1706.45,14985.0,25571153,54.86,14985.0,822132
2022-07-15,1704.78,14999.0,25569995,54.81,14999.0,822094
2022-07-16,1707.27,14999.0,25607343,54.89,14999.0,823295
2022-07-17,1707.27,14999.0,25607343,54.89,14999.0,823295
2022-07-18,1711.65,14999.0,25673038,55.03,14999.0,825407
2022-07-19,1711.64,14986.0,25650637,55.03,14986.0,824687
2022-07-20,1703.0,14992.0,25531376,54.75,14992.0,820853
2022-07-21,1711.51,14984.0,25645266,55.03,14984.0,824514
2022-07-22,1729.78,15017.0,25976106,55.61,15017.0,835151
2022-07-23,1727.45,15017.0,25941117,55.54,15017.0,834026
2022-07-24,1727.45,15017.0,25941117,55.54,15017.0,834026
2022-07-25,1717.57,15024.0,25804772,55.22,15024.0,829643
2022-07-26,1719.24,14992.0,25774846,55.27,14992.0,828681
2022-07-27,1720.76,14984.0,25783868,55.32,14984.0,828971
2022-07-28,1754.55,15020.0,26353341,56.41,15020.0,847280
2022-07-29,1763.46,14958.0,26377835,56.7,14958.0,848067
2022-07-30,1766.16,14958.0,26418221,56.78,14958.0,849366
2022-07-31,1766.16,14958.0,26418221,56.78,14958.0,849366
2022-08-01,1772.95,14860.0,26346037,57.0,14860.0,847045
2022-08-02,1775.9,14874.0,26414737,57.1,14874.0,849254
2022-08-03,1758.96,14888.0,26187396,56.55,14888.0,841944
2022-08-04,1787.68,14917.0,26666823,57.48,14917.0,857358
2022-08-05,1787.68,14929.0,26688275,57.48,14929.0,858048
2022-08-06,1787.68,14929.0,26688275,57.48,14929.0,858048
2022-08-07,1787.68,14929.0,26688275,57.48,14929.0,858048
2022-08-08,1787.68,14904.0,26643583,57.48,14904.0,856611
2022-08-09,1787.68,14915.0,26663247,57.48,14915.0,857243
2022-08-10,1798.0,14862.0,26721876,57.81,14862.0,859128
2022-08-11,1789.33,14875.01,26616302,57.53,14875.01,855734
2022-08-12,1797.66,14799.0,26603570,57.8,14799.0,855325
2022-08-13,1801.89,14799.0,26666170,57.93,14799.0,857337
2022-08-14,1801.89,14799.0,26666170,57.93,14799.0,857337
2022-08-15,1781.85,14688.0,26171813,57.29,14688.0,841443
2022-08-16,1776.4,14727.0,26161043,57.11,14727.0,841097
2022-08-17,1762.88,14727.0,25961934,56.68,14727.0,834696
2022-08-18,1757.93,14767.0,25959352,56.52,14767.0,834613
2022-08-19,1749.43,14822.0,25930051,56.25,14822.0,833671
2022-08-20,1747.0,14822.0,25894034,56.17,14822.0,832513
2022-08-21,1747.0,14822.0,25894034,56.17,14822.0,832513
2022-08-22,1735.43,14858.0,25785019,55.8,14858.0,829008
2022-08-23,1749.43,14882.0,26035017,56.25,14882.0,837045
2022-08-24,1749.04,14893.0,26048453,56.23,14893.0,837477
2022-08-25,1757.32,14851.0,26097959,56.5,14851.0,839069
2022-08-26,1735.78,14827.0,25736410,55.81,14827.0,827445
2022-08-27,1738.1,14827.0,25770809,55.88,14827.0,828551
2022-08-28,1738.1,14827.0,25770809,55.88,14827.0,828551
2022-08-29,1738.05,14814.0,25747473,55.88,14814.0,827800
2022-08-30,1724.35,14887.0,25670398,55.44,14887.0,825322
2022-08-31,1716.64,14875.01,25535037,55.19,14875.01,820971
2022-09-01,1695.18,14853.0,25178509,54.5,14853.0,809508
2022-09-02,1713.97,14884.0,25510729,55.11,14884.0,820189
2022-09-03,1712.5,14884.0,25488850,55.06,14884.0,819486
2022-09-04,1712.5,14884.0,25488850,55.06,14884.0,819486
2022-09-05,1711.83,14900.0,25506267,55.04,14900.0,820046
2022-09-06,1702.11,14920.0,25395481,54.72,14920.0,816484
2022-09-07,1714.4,14885.0,25518844,55.12,14885.0,820450
2022-09-08,1706.03,14927.0,25465910,54.85,14927.0,818748
2022-09-09,1719.69,14905.0,25631979,55.29,14905.0,824087
2022-09-10,1717.32,14905.0,25596655,55.21,14905.0,822952
2022-09-11,1717.32,14905.0,25596655,55.21,14905.0,822952
2022-09-12,1730.8,14846.0,25695457,55.65,14846.0,826128
2022-09-13,1704.49,14839.0,25292927,54.8,14839.0,813186
2022-09-14,1702.29,14861.0,25297732,54.73,14861.0,813341
2022-09-15,1663.98,14923.0,24831574,53.5,14923.0,798354
2022-09-16,1673.83,14899.0,24938393,53.81,14899.0,801788
2022-09-17,1675.23,14899.0,24959252,53.86,14899.0,802459
2022-09-18,1675.23,14899.0,24959252,53.86,14899.0,802459
2022-09-19,1670.7,14939.0,24958587,53.71,14939.0,802437
2022-09-20,1664.08,14980.0,24927918,53.5,14980.0,801451
2022-09-21,1665.68,14975.01,24943575,53.55,14975.01,801955
2022-09-22,1674.7,15011.0,25138922,53.84,15011.0,808235
2022-09-23,1646.88,15033.0,24757547,52.95,15033.0,795974
2022-09-24,1643.9,15033.0,24712749,52.85,15033.0,794533
2022-09-25,1643.9,15033.0,24712749,52.85,15033.0,794533
2022-09-26,1631.15,15035.0,24524340,52.44,15035.0,788476
2022-09-27,1629.6,15119.0,24637922,52.39,15119.0,792128
2022-09-28,1659.23,15155.0,25145631,53.35,15155.0,808451
2022-09-29,1659.67,15243.0,25298350,53.36,15243.0,813361
2022-09-30,1664.93,15247.0,25385188,53.53,15247.0,816153
2022-10-01,1660.6,15247.0,25319168,53.39,15247.0,814030
2022-10-02,1660.6,15247.0,25319168,53.39,15247.0,814030
2022-10-03,1689.93,15232.0,25741014,54.33,15232.0,827593
2022-10-04,1724.32,15293.0,26370026,55.44,15293.0,847816
2022-10-05,1708.4,15276.0,26097518,54.93,15276.0,839055
2022-10-06,1711.55,15196.0,26008714,55.03,15196.0,836200
2022-10-07,1700.43,15197.0,25841435,54.67,15197.0,830821
2022-10-08,1694.85,15197.0,25756635,54.49,15197.0,828095
2022-10-09,1694.85,15197.0,25756635,54.49,15197.0,828095
2022-10-10,1667.6,15246.0,25424230,53.61,15246.0,817408
2022-10-11,1681.05,15299.0,25718384,54.05,15299.0,826865
2022-10-12,1669.59,15362.0,25648242,53.68,15362.0,824610
2022-10-13,1665.84,15373.0,25608958,53.56,15373.0,823347
2022-10-14,1643.6,15357.0,25240765,52.84,15357.0,811509
2022-10-15,1644.16,15357.0,25249365,52.86,15357.0,811786
2022-10-16,1644.16,15357.0,25249365,52.86,15357.0,811786
2022-10-17,1658.54,15390.0,25524931,53.32,15390.0,820646
2022-10-18,1650.05,15480.0,25542774,53.05,15480.0,821219
2022-10-19,1630.44,15469.0,25221276,52.42,15469.0,810883
2022-10-20,1635.68,15491.0,25338319,52.59,15491.0,814646
2022-10-21,1652.04,15579.0,25737131,53.11,15579.0,827468
2022-10-22,1657.6,15579.0,25823750,53.29,15579.0,830253
2022-10-23,1657.6,15579.0,25823750,53.29,15579.0,830253
2022-10-24,1651.15,15610.0,25774452,53.09,15610.0,828668
2022-10-25,1652.48,15590.0,25762163,53.13,15590.0,828273
2022-10-26,1666.4,15616.0,26022502,53.58,15616.0,836643
2022-10-27,1657.5,15596.0,25850370,53.29,15596.0,831109
2022-10-28,1642.42,15573.0,25577407,52.81,15573.0,822333
2022-10-29,1644.7,15573.0,25612913,52.88,15573.0,823474
2022-10-30,1644.7,15573.0,25612913,52.88,15573.0,823474
2022-10-31,1637.05,15542.0,25443031,52.63,15542.0,818012
2022-11-01,1644.55,15596.0,25648402,52.87,15596.0,824615
2022-11-02,1647.9,15647.0,25784691,52.98,15647.0,828997
2022-11-03,1626.9,15652.0,25464239,52.31,15652.0,818694
2022-11-04,1673.1,15681.0,26235881,53.79,15681.0,843503
2022-11-05,1681.3,15681.0,26364465,54.06,15681.0,847637
2022-11-06,1681.3,15681.0,26364465,54.06,15681.0,847637
2022-11-07,1678.35,15736.0,26410516,53.96,15736.0,849118
2022-11-08,1715.58,15692.0,26920881,55.16,15692.0,865526
2022-11-09,1713.25,15684.0,26870613,55.08,15684.0,863910
2022-11-10,1749.85,15654.0,27392152,56.26,15654.0,880678
2022-11-11,1763.76,15701.0,27692796,56.71,15701.0,890344
2022-11-12,1770.78,15701.0,27803017,56.93,15701.0,893888
2022-11-13,1770.78,15701.0,27803017,56.93,15701.0,893888
2022-11-14,1769.53,15493.0,27415328,56.89,15493.0,881423
2022-11-15,1770.57,15499.0,27442064,56.93,15499.0,882283
2022-11-16,1775.19,15564.0,27629057,57.07,15564.0,888295
2022-11-17,1757.17,15610.0,27429424,56.49,15610.0,881876
2022-11-18,1754.15,15687.0,27517351,56.4,15687.0,884703
2022-11-19,1751.04,15687.0,27468564,56.3,15687.0,883135
2022-11-20,1751.04,15687.0,27468564,56.3,15687.0,883135
2022-11-21,1733.23,15692.0,27197845,55.72,15692.0,874431
2022-11-22,1741.7,15707.0,27356882,56.0,15707.0,879544
2022-11-23,1738.14,15716.0,27316608,55.88,15716.0,878249
2022-11-24,1756.58,15700.0,27578306,56.48,15700.0,886663
2022-11-25,1751.4,15647.0,27404156,56.31,15647.0,881064
2022-11-26,1754.6,15647.0,27454226,56.41,15647.0,882674
2022-11-27,1754.6,15647.0,27454226,56.41,15647.0,882674
2022-11-28,1745.05,15668.0,27341443,56.1,15668.0,879048
2022-11-29,1751.04,15729.0,27542108,56.3,15729.0,885499
2022-11-30,1752.0,15737.0,27571224,56.33,15737.0,886435
2022-12-01,1802.08,15742.0,28368343,57.94,15742.0,912063
2022-12-02,1794.73,15617.0,28028298,57.7,15617.0,901131
2022-12-03,1798.03,15617.0,28079835,57.81,15617.0,902788
2022-12-04,1798.03,15617.0,28079835,57.81,15617.0,902788
2022-12-05,1772.75,15429.0,27351760,57.0,15429.0,879379
2022-12-06,1772.05,15409.0,27305518,56.97,15409.0,877893
2022-12-07,1781.44,15576.0,27747709,57.27,15576.0,892110
2022-12-08,1789.78,15619.0,27954574,57.54,15619.0,898760
2022-12-09,1804.23,15624.0,28189290,58.01,15624.0,906307
2022-12-10,1797.35,15624.0,28081796,57.79,15624.0,902851
2022-12-11,1797.35,15624.0,28081796,57.79,15624.0,902851
2022-12-12,1784.35,15587.0,27812663,57.37,15587.0,894198
2022-12-13,1808.0,15642.0,28280736,58.13,15642.0,909247
2022-12-14,1810.63,15661.0,28356276,58.21,15661.0,911675
2022-12-15,1778.2,15619.0,27773706,57.17,15619.0,892945
2022-12-16,1788.9,15630.0,27960507,57.51,15630.0,898951
2022-12-17,1793.13,15630.0,28026622,57.65,15630.0,901077
2022-12-18,1793.13,15630.0,28026622,57.65,15630.0,901077
2022-12-19,1788.31,15617.0,27928037,57.5,15617.0,897907
2022-12-20,1818.0,15621.0,28398978,58.45,15621.0,913048
2022-12-21,1816.35,15608.0,28349591,58.4,15608.0,911461
2022-12-22,1795.83,15601.0,28016744,57.74,15601.0,900759
2022-12-23,1801.0,15594.0,28084794,57.9,15594.0,902947
2022-12-24,1798.58,15594.0,28047057,57.83,15594.0,901734
2022-12-25,1798.58,15594.0,28047057,57.83,15594.0,901734
2022-12-26,1807.31,15605.0,28203073,58.11,15605.0,906750
2022-12-27,1820.3,15636.0,28462211,58.52,15636.0,915081
2022-12-28,1801.44,15659.0,28208749,57.92,15659.0,906932
2022-12-29,1815.98,15703.0,28516334,58.39,15703.0,916821
2022-12-30,1815.53,15731.0,28560102,58.37,15731.0,918229
2022-12-31,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-01-31,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-02-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-03-31,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-04-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-05-31,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-06-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-07-31,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-01,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-02,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-03,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-04,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-05,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-06,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-07,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-08,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-09,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-10,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-11,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-12,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-13,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-14,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-15,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-16,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-17,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-18,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-19,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-20,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-21,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-22,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-23,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-24,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-25,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-26,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-27,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-28,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-29,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-30,1823.86,15731.0,28691142,58.64,15731.0,922442
2023-08-31,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-01,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-02,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-03,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-04,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-05,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-06,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-07,1945.37,15239.0,29645493,62.55,15239.0,953125
2023-09-08,1945.37,15239.0,29645493,62.55,15239.0,953125
